,1. open,2. high,3. low,4. close,5. volume,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,date
69,74.75,78.59,73.91,74.53,40496700.0,2006-09-30,2006-10-18,0.02,0.02,0,0,2006-10-18
70,52.96,55.08,52.36,54.1,49669400.0,2006-06-30,2006-07-19,0.02,0.02,0,0,2006-07-19
71,66.82,67.0,65.47,65.65,38786900.0,2006-03-31,2006-04-19,0.02,0.02,0,0,2006-04-19
72,83.08,84.05,81.85,82.4901,42879900.0,2005-12-31,2006-01-18,0.02,0.02,0,0,2006-01-18
73,51.23,51.87,50.4,51.59,43781600.0,2005-09-30,2005-10-11,0.01,0.01,0,0,2005-10-11
74,38.29,38.5,37.9,38.35,24458400.0,2005-06-30,2005-07-13,0.01,0.01,0,0,2005-07-13
75,42.95,42.99,40.39,41.04,48998100.0,2005-03-31,2005-04-13,0.01,0.01,0,0,2005-04-13
76,65.35,65.9,63.3,65.46,34280400.0,2004-12-31,2005-01-12,0.01,0.01,0,0,2005-01-12
77,38.86,39.76,38.74,39.75,20768000.0,2004-09-30,2004-10-13,0.02,0.01,0.01,100,2004-10-13
78,28.86,29.97,28.74,29.58,14925000.0,2004-06-30,2004-07-14,0.01,0.01,0,0,2004-07-14
79,26.74,27.07,26.31,26.64,11423800.0,2004-03-31,2004-04-14,0.01,0.01,0,0,2004-04-14
80,24.4,24.54,23.777,24.2,11072200.0,2003-12-31,2004-01-14,0.01,0.01,0,0,2004-01-14
81,24.85,25.011,24.581,24.82,10894700.0,2003-09-30,2003-10-15,0.01,None,None,None,2003-10-15
82,19.97,20.0,19.38,19.87,4480900.0,2003-06-30,2003-07-16,0.0009,None,None,None,2003-07-16
83,12.99,13.67,12.92,13.24,18146000.0,2003-03-31,2003-04-16,0.0007,None,None,None,2003-04-16
84,14.59,14.7,14.26,14.43,6627300.0,2002-12-31,2003-01-15,-0.0004,None,None,None,2003-01-15
85,14.86,15.13,14.46,14.56,5493300.0,2002-09-30,2002-10-16,-0.0022,None,None,None,2002-10-16
86,18.15,18.57,17.61,17.86,7978000.0,2002-06-30,2002-07-16,0.01,0.01,0,0,2002-07-16
87,25.5,25.52,24.88,25.41,7173400.0,2002-03-31,2002-04-18,0.002,None,None,None,2002-04-18
88,21.41,21.41,20.5,20.78,10123100.0,2001-12-31,2002-01-16,0.01,0.01,0,0,2002-01-16
89,17.29,18.23,17.29,18.0,10938800.0,2001-09-30,2001-10-18,0.0034,None,None,None,2001-10-18
90,21.78,22.78,20.42,20.79,20303800.0,2001-06-30,2001-07-18,0.003,None,None,None,2001-07-18
91,21.57,24.08,21.08,22.79,19657900.0,2001-03-31,2001-04-18,0.01,None,None,None,2001-04-18
92,19.44,21.06,18.75,20.12,14897600.0,2000-09-30,2000-10-18,0.01,0.01,0,0,2000-10-18
93,58.5,58.88,56.88,57.25,5685800.0,2000-06-30,2000-07-18,0.01,0.01,0,0,2000-07-18
94,126.19,130.25,119.75,121.12,4644200.0,2000-03-31,2000-04-19,0.01,0.01,0,0,2000-04-19
95,105.62,108.75,103.37,106.56,5336100.0,1999-12-31,2000-01-19,0.01,0.01,0,0,2000-01-19
