,Quarter,1. open,2. high,3. low,4. close,5. volume
0,2012Q3,62.9504,64.5394,61.2296,62.8776,571764.0
1,2012Q4,56.119677419354836,57.12,54.76806451612903,55.91580645161291,607816.1290322581
2,2013Q1,54.92716666666667,55.8275,53.897166666666664,54.9125,1073975.0
3,2013Q2,50.07046875,50.8528125,49.171875,49.95265625,1097807.8125
4,2013Q3,47.33953125,47.9428125,46.68390625,47.31390625,880545.3125
5,2013Q4,47.40875,48.06375,46.75921875,47.5478125,1058459.375
6,2014Q1,68.06245901639345,69.51426229508196,66.49540983606558,68.07065573770493,1756777.049180328
7,2014Q2,70.02619047619046,71.66539682539683,68.37238095238095,70.03206349206349,1948857.142857143
8,2014Q3,86.17453125,87.4645,84.695171875,86.1196875,1653156.5625
9,2014Q4,110.3465625,112.291015625,108.6590890625,110.5878125,1808143.375
10,2015Q1,134.07032786885244,135.9382262295082,132.02576557377049,134.31704918032787,1338581.049180328
11,2015Q2,159.99174603174603,161.83933968253967,158.12810793650792,160.1688888888889,1344036.6984126985
12,2015Q3,177.2028125,179.96357968750002,173.9066015625,177.018125,1608028.28125
13,2015Q4,173.048203125,175.3571046875,170.110640625,173.1171875,1544302.046875
14,2016Q1,147.64737704918034,150.70152786885245,144.0450393442623,147.51147540983607,2276561.475409836
15,2016Q2,139.175625,141.0650578125,136.869471875,138.95796875,1956203.84375
16,2016Q3,136.067109375,138.1885390625,134.716403125,136.72234375,1542002.828125
17,2016Q4,144.1053968253968,145.85384126984127,142.16632222222222,143.7590476190476,1568133.8253968253
18,2017Q1,134.041935483871,135.47787096774195,132.57633387096774,134.13645161290322,2133240.806451613
19,2017Q2,121.18285714285715,122.49253968253967,119.78847777777779,121.2095238095238,1968456.3174603174
20,2017Q3,136.6769841269841,138.05627301587302,135.4019857142857,136.64365079365078,1299253.2857142857
21,2017Q4,146.24190476190475,147.52225238095238,144.67187619047618,145.96404761904762,1402253.9206349207
22,2018Q1,166.5050819672131,168.63524590163934,164.5304918032787,166.69852459016394,1458263.475409836
23,2018Q2,199.92984375,202.32203125,197.36546875,200.03328125,1429944.015625
24,2018Q3,218.52142857142857,221.1095634920635,215.79600793650792,218.4257142857143,1183687.9523809524
25,2018Q4,187.86682539682542,191.05539682539683,184.17619206349207,187.05380952380952,1602794.7142857143
26,2019Q1,222.1690163934426,224.82655737704917,219.68909836065575,222.53131147540984,1379807.213114754
27,2019Q2,224.91920634920635,227.34501428571429,221.7752380952381,224.43650793650792,1292768.873015873
28,2019Q3,212.8828125,215.2140625,209.608125,212.36296875,1327623.609375
29,2019Q4,226.2578125,228.6309375,224.42515625000001,226.9103125,1167811.15625
30,2020Q1,209.13693548387096,212.55548387096775,206.0232306451613,209.44467741935483,1578909.0
31,2020Q2,211.1420634920635,214.5038095238095,208.16555555555556,211.39507936507937,1428968.2063492064
32,2020Q3,249.6490625,252.7288921875,246.133721875,249.5925,1208142.296875
33,2020Q4,279.62453125,283.5650265625,276.2508171875,280.31609375,1093497.46875
34,2021Q1,358.11776229508195,362.16628524590163,351.3995901639344,356.61147540983603,1189689.950819672
35,2021Q2,355.6638095238095,359.7804793650794,351.8184492063492,355.48809523809524,953086.7619047619
36,2021Q3,420.82484375,425.8393015625,416.4836515625,421.5415625,1319632.265625
37,2021Q4,518.398203125,526.7991828125,510.6937140625,519.01046875,1282379.0
38,2022Q1,534.9578048387096,548.6658596774193,523.83235,536.9956451612903,1834955.7258064516
39,2022Q2,533.8562903225805,544.4702629032258,521.8458016129032,532.0475806451612,1598034.9677419355
40,2022Q3,450.49875,456.8629390625,443.140459375,450.5790625,1911161.3125
41,2022Q4,161.29611111111112,163.48133015873017,158.12739206349207,160.58904761904762,4151320.365079365
42,2023Q1,168.88287096774192,171.3643370967742,167.11225967741936,169.47975806451615,4533643.0
43,2023Q2,207.42814516129033,210.53309516129033,205.14525967741938,208.10645161290324,5435975.225806451
44,2023Q3,237.18214285714285,239.93130634920635,233.81857936507936,236.6690476190476,4297777.19047619
45,2023Q4,266.5650809523809,270.9349142857143,263.32076825396825,267.40666666666664,4056232.73015873
46,2024Q1,328.25825476190477,333.2564119047619,323.2704619047619,329.052380952381,6402784.595238095
