,Quarter,1. open,2. high,3. low,4. close,5. volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y
78,2015Q4,52.511875,53.056703125,52.0621140625,52.622265625,36140982.421875,0.67,0.59,0.08,13.5593,post-market,USD,13924000000,23796000000,9872000000,6268000000,6026000000,4998000000,2900000000,8147000000,200000000,-309000000,None,309000000,-154000000,-14000000,None,249000000,5855000000,837000000,309000000,4998000000,5053000000,6164000000,6413000000,5018000000,USD,180098000000,127812000000,7185000000,102640000000,2702000000,14507000000,52286000000,15789000000,18008000000,22055000000,4619000000,17436000000,114129000000,11514000000,95455000000,6345000000,2928000000,103318000000,42643000000,6936000000,25031000000,3750000000,3000000000,72975000000,None,41400000000,750000000,40679000000,44400000000,6447000000,13700000000,76780000000,None,7030000000,68279000000,7925000000,USD,9211000000,20000000,None,13414000000,2870000000,249000000,2024000000,3118000000,-1104000000,4998000000,-3328000000,-498000000,-7031000000,3678000000,3678000000,None,2868000000,2868000000,None,117000000,None,None,-3561000000,None,1754000000,-18000000,5018000000
79,2016Q1,52.42885245901639,52.98182295081967,51.761947540983606,52.42172131147541,39066518.27868853,0.78,0.71,0.07,9.8592,post-market,USD,12809000000,20531000000,7722000000,3801000000,5283000000,4546000000,2980000000,7775000000,230000000,-340000000,None,340000000,-173000000,-49000000,None,249000000,5036000000,1280000000,340000000,3756000000,3823000000,5376000000,5625000000,3756000000,USD,181869000000,128421000000,7170000000,105552000000,2450000000,12247000000,53448000000,16831000000,18885000000,22407000000,4459000000,17948000000,116842000000,11315000000,98382000000,6598000000,2895000000,107063000000,44354000000,6759000000,25893000000,5498000000,5498000000,62709000000,None,40900000000,0,40896000000,46398000000,5887000000,14122000000,74806000000,None,4954000000,68012000000,7870000000,USD,17939000000,-170000000,None,13910000000,-2116000000,249000000,2308000000,-2288000000,-241000000,3756000000,-5483000000,-4916000000,2622000000,3857000000,3857000000,None,2842000000,2842000000,None,159000000,None,None,-3698000000,None,-15000000,17000000,3756000000
80,2016Q2,51.89265625,52.361610937500004,51.49655,51.9646875,32091913.828125,0.62,0.64,-0.02,-3.125,post-market,USD,12635000000,20614000000,7979000000,18676000000,3080000000,5299000000,3146000000,9814000000,274000000,-345000000,None,345000000,-98000000,-39000000,None,238000000,5494000000,2372000000,345000000,3080000000,6817000000,5839000000,6077000000,3122000000,USD,193468000000,139660000000,6510000000,113240000000,2251000000,18277000000,54034000000,18356000000,19800000000,21605000000,3733000000,17872000000,123646000000,10431000000,106730000000,5892000000,3416000000,121471000000,59357000000,6898000000,None,12904000000,12904000000,74140000000,None,40600000000,0,40557000000,53504000000,5949000000,13640000000,83090000000,None,2282000000,68178000000,7808000000,USD,-8796000000,1186000000,None,20662000000,5236000000,5138000000,2655000000,6076000000,-192000000,3080000000,-10073000000,971000000,6714000000,3677000000,3677000000,None,2821000000,2821000000,None,173000000,None,None,-3504000000,None,-660000000,-22000000,3122000000
81,2016Q3,56.385546875,56.7466359375,56.079390625,56.4471875,25648776.890625,0.69,0.58,0.11,18.9655,post-market,USD,14084000000,21928000000,7844000000,3581000000,6715000000,4278000000,3106000000,7598000000,293000000,-437000000,None,437000000,-146000000,-15000000,None,214000000,6827000000,1160000000,437000000,4690000000,5831000000,7264000000,7478000000,5667000000,USD,212524000000,157909000000,13928000000,136932000000,3122000000,11129000000,54615000000,19224000000,20885000000,21429000000,3522000000,17907000000,147392000000,10486000000,123004000000,6726000000,3476000000,142152000000,58810000000,6296000000,33588000000,14536000000,14536000000,95642000000,None,60200000000,14536000000,60154000000,74736000000,7123000000,14340000000,82462000000,None,944000000,67747000000,7784000000,USD,11549000000,176000000,None,12228000000,-5312000000,214000000,2163000000,-7174000000,867000000,4690000000,-18470000000,14329000000,-3390000000,4362000000,4362000000,None,2800000000,2800000000,None,241000000,None,None,-4121000000,None,7418000000,10000000,5667000000
82,2016Q4,60.160555555555554,60.568801587301586,59.7254,60.14698412698413,27642510.587301586,0.76,0.68,0.08,11.7647,post-market,USD,15925000000,25826000000,9901000000,5378000000,7905000000,4950000000,3062000000,8327000000,311000000,-521000000,None,521000000,-128000000,-172000000,None,315000000,8022000000,1755000000,521000000,5200000000,4961000000,8543000000,8858000000,6267000000,USD,224610000000,144949000000,8468000000,122781000000,1961000000,14343000000,79661000000,21379000000,21888000000,45525000000,11001000000,34524000000,131667000000,8912000000,114313000000,5864000000,3845000000,155801000000,70787000000,6580000000,34680000000,25664000000,25065000000,98314000000,None,59900000000,599000000,59306000000,84965000000,6688000000,15980000000,81829000000,None,120000000000,68177000000,7730000000,USD,6293000000,109000000,None,13557000000,513000000,315000000,1988000000,2711000000,-1132000000,5200000000,-14751000000,3016000000,-3755000000,3599000000,3599000000,None,3024000000,3024000000,None,131000000,None,None,-3468000000,None,-5460000000,-18000000,6267000000
83,2017Q1,64.06201612903226,64.39353870967741,63.69515,64.08629032258064,22973436.596774194,0.84,0.79,0.05,6.3291,post-market,USD,15152000000,23212000000,8060000000,3075000000,6723000000,5081000000,3355000000,8996000000,380000000,-609000000,None,609000000,-200000000,-40000000,None,560000000,7094000000,1608000000,609000000,4801000000,5675000000,7703000000,8263000000,5486000000,USD,225017000000,146313000000,6713000000,126018000000,1979000000,12882000000,78704000000,21962000000,22992000000,45215000000,10547000000,34668000000,133399000000,7381000000,119305000000,5434000000,4146000000,155288000000,52005000000,6217000000,35733000000,7786000000,7187000000,117683000000,None,76800000000,599000000,76222000000,83987000000,6025000000,17381000000,83491000000,None,531000000,68554000000,7723000000,USD,10660000000,118000000,None,17411000000,-1420000000,560000000,1695000000,-1487000000,16000000,4801000000,-6191000000,-6236000000,-1302000000,2062000000,2062000000,None,3012000000,3012000000,None,179000000,None,None,-1883000000,None,-1755000000,12000000,5486000000
84,2017Q2,68.65253968253968,69.02811428571428,68.13405238095238,68.64825396825397,24511552.412698414,0.73,0.7,0.03,4.2857,post-market,USD,17149000000,25605000000,8456000000,22227000000,7682000000,5711000000,3514000000,10131000000,403000000,-655000000,None,655000000,25605000000,-24000000,None,600000000,7958000000,-111000000,655000000,5330000000,7855000000,8613000000,9213000000,8069000000,USD,250312000000,162696000000,7663000000,132981000000,2181000000,19792000000,81235000000,23734000000,24179000000,45228000000,10106000000,35122000000,139004000000,6023000000,125318000000,5103000000,6076000000,162601000000,55745000000,7390000000,26656000000,10121000000,9072000000,117665000000,None,77100000000,1049000000,76073000000,86172000000,7684000000,3549000000,87711000000,None,17769000000,69315000000,7708000000,USD,11005000000,1665000000,None,26515000000,6567000000,6700000000,2283000000,6875000000,199000000,5330000000,-7369000000,-2701000000,3484000000,1765000000,1765000000,None,3009000000,3009000000,None,221000000,None,None,-1544000000,None,950000000,15000000,8069000000
85,2017Q3,72.96246031746033,73.45221904761905,72.52697301587303,73.04587301587303,19802222.412698414,0.98,0.71,0.27,38.0282,post-market,USD,16260000000,24538000000,8278000000,8278000000,7708000000,4978000000,3574000000,9115000000,473000000,-672000000,None,672000000,-59000000,-39000000,None,563000000,7984000000,1408000000,672000000,6576000000,6475000000,8656000000,9219000000,6576000000,USD,249097000000,161031000000,6884000000,138471000000,3211000000,14561000000,82822000000,24809000000,25523000000,44987000000,9598000000,35389000000,143814000000,5343000000,131587000000,4788000000,6083000000,159450000000,51615000000,6866000000,24904000000,9220000000,8170000000,115967000000,None,77300000000,1050000000,76255000000,85470000000,7520000000,4229000000,89647000000,None,19702000000,69419000000,7720000000,USD,12440000000,184000000,None,-3362000000,-6330000000,563000000,2132000000,-7949000000,1023000000,6576000000,-6904000000,-6341000000,-3710000000,2570000000,2570000000,None,3003000000,3003000000,None,307000000,None,None,-2263000000,None,-779000000,26000000,6576000000
86,2017Q4,82.0131746031746,82.5035507936508,81.5120253968254,82.03031746031746,20699211.80952381,0.84,0.72,0.12,16.6667,post-market,USD,17854000000,28918000000,11064000000,11064000000,8679000000,5671000000,3504000000,9737000000,530000000,-698000000,None,698000000,-144000000,34000000,None,562000000,9169000000,15471000000,698000000,-6302000000,-7227000000,9867000000,10429000000,-6302000000,USD,256003000000,167633000000,12859000000,142780000000,2003000000,18428000000,83221000000,26304000000,26849000000,44389000000,9034000000,35355000000,146741000000,3961000000,129921000000,4422000000,6967000000,177643000000,58099000000,7850000000,23809000000,15912000000,12466000000,113904000000,None,76800000000,3446000000,73348000000,89266000000,7787000000,4820000000,78360000000,None,8567000000,70192000000,7705000000,USD,7875000000,123000000,None,16337000000,2693000000,562000000,2586000000,3908000000,-1205000000,-6302000000,-331000000,-1552000000,3759000000,2008000000,2008000000,None,3238000000,3238000000,None,189000000,None,None,-1819000000,None,5975000000,-17000000,-6302000000
87,2018Q1,91.5483606557377,92.53819672131148,90.44901639344263,91.45,32238218.426229507,0.96,0.86,0.1,11.6279,post-market,USD,17550000000,26819000000,9269000000,9269000000,8292000000,5543000000,3715000000,9818000000,575000000,-691000000,None,691000000,-52000000,7000000,None,560000000,8641000000,1217000000,691000000,7424000000,6670000000,9332000000,9892000000,7424000000,USD,245497000000,156659000000,9221000000,132270000000,2084000000,17208000000,83579000000,27929000000,28377000000,44126000000,8544000000,35582000000,135088000000,2818000000,123049000000,5097000000,7106000000,166258000000,46133000000,7623000000,23955000000,3677000000,230000000,114374000000,None,76900000000,3447000000,73480000000,77130000000,7500000000,5223000000,79239000000,None,9974000000,70418000000,7690000000,USD,12151000000,90000000,None,1034000000,-848000000,560000000,2934000000,-1285000000,75000000,7424000000,3844000000,-19658000000,-7373000000,3781000000,3781000000,None,3232000000,3232000000,None,251000000,None,None,-3530000000,None,-3638000000,25000000,7424000000
88,2018Q2,96.93828125,97.77625,95.9659375,96.9203125,27816594.21875,0.95,0.85,0.1,11.7647,post-market,USD,20343000000,30085000000,34165000000,9742000000,10379000000,6031000000,3933000000,10464000000,636000000,-672000000,None,672000000,30085000000,-61000000,None,500000000,10680000000,1807000000,672000000,10379000000,7797000000,11352000000,11852000000,8873000000,USD,258848000000,169662000000,11946000000,133768000000,2662000000,26481000000,84300000000,29460000000,29223000000,43736000000,8053000000,35683000000,129579000000,1862000000,121822000000,6751000000,7442000000,176130000000,58488000000,8617000000,None,3998000000,0,112074000000,None,76200000000,3998000000,72242000000,76200000000,8744000000,5211000000,82718000000,None,13682000000,71223000000,7677000000,USD,11418000000,1300000000,None,12022000000,10049000000,8200000000,3980000000,9188000000,572000000,10379000000,-2670000000,-6039000000,0,2362000000,2362000000,None,3226000000,3226000000,None,255000000,None,None,-2107000000,None,2725000000,16000000,8873000000
89,2018Q3,108.25730158730158,109.08301587301587,107.46936507936508,108.40746031746032,23910920.126984127,1.13,1.08,0.05,4.6296,post-market,USD,19179000000,28615000000,15708000000,9905000000,9955000000,5247000000,3977000000,9780000000,681000000,-674000000,None,674000000,29289000000,14000000,None,556000000,10221000000,1397000000,674000000,8824000000,8463000000,10895000000,11451000000,8824000000,USD,257619000000,164195000000,15137000000,135880000000,3614000000,17390000000,88490000000,31430000000,30953000000,43434000000,7579000000,35855000000,131941000000,2034000000,120743000000,7311000000,9792000000,171652000000,56277000000,8511000000,None,6497000000,0,109723000000,None,76200000000,6497000000,69733000000,76200000000,7953000000,5539000000,85967000000,None,17279000000,71303000000,7680000000,USD,13657000000,452000000,None,-6206000000,-7582000000,556000000,3602000000,-9194000000,956000000,8824000000,-2953000000,-7384000000,0,3744000000,3744000000,None,3220000000,3220000000,None,360000000,None,None,-3384000000,None,3191000000,-129000000,8824000000
90,2018Q4,107.5079365079365,108.8236492063492,105.55492063492063,107.11920634920635,41143876.50793651,1.14,0.96,0.18,18.75,post-market,USD,20048000000,31796000000,18673000000,12423000000,10258000000,5720000000,4070000000,10320000000,704000000,-672000000,None,672000000,32468000000,34000000,None,530000000,10385000000,1965000000,672000000,8420000000,9022000000,11057000000,11587000000,8420000000,USD,258859000000,156874000000,6638000000,127662000000,1961000000,19680000000,97079000000,32717000000,33082000000,50059000000,8482000000,41577000000,124407000000,2274000000,121024000000,7571000000,10129000000,166731000000,50318000000,7563000000,None,3516000000,0,110730000000,None,73200000000,3516000000,69653000000,73200000000,8297000000,6055000000,92128000000,None,16585000000,77556000000,7683000000,USD,8900000000,466000000,None,-2002000000,1388000000,530000000,3707000000,2396000000,-1654000000,8420000000,-4200000000,-13216000000,0,6413000000,6413000000,None,3544000000,3544000000,None,200000000,None,None,-6213000000,None,-8499000000,17000000,8420000000
91,2019Q1,108.86803278688524,109.8216393442623,107.98032786885246,109.10295081967213,29054854.06557377,1.1,1.09,0.01,0.9174,post-market,USD,20401000000,29993000000,16345000000,10170000000,10341000000,5744000000,4316000000,10491000000,668000000,-671000000,None,671000000,30664000000,16000000,None,431000000,10486000000,1677000000,671000000,8809000000,9557000000,11157000000,11588000000,8809000000,USD,263281000000,159887000000,11212000000,131618000000,1951000000,19269000000,98273000000,33648000000,35431000000,49964000000,8103000000,41861000000,127455000000,2403000000,120406000000,7049000000,10258000000,168417000000,53861000000,7544000000,None,6515000000,0,108584000000,5972000000,73100000000,6515000000,66585000000,73100000000,7837000000,6763000000,94864000000,None,18338000000,77791000000,7666000000,USD,13520000000,490000000,None,1087000000,59000000,431000000,2565000000,-460000000,-12000000,8809000000,-1363000000,-7601000000,0,4753000000,4753000000,None,3526000000,3526000000,None,274000000,None,None,-4479000000,None,4574000000,18000000,8809000000
92,2019Q2,126.85253968253969,127.82380952380952,125.92253968253968,126.95539682539682,23630170.682539683,1.14,1,0.14,14,post-market,USD,23305000000,33717000000,17199000000,10412000000,12405000000,6387000000,4513000000,11300000000,709000000,-669000000,321000000,669000000,33717000000,-121000000,None,400000000,12596000000,-591000000,669000000,12405000000,14112000000,13265000000,13665000000,13187000000,USD,286556000000,175552000000,11356000000,133819000000,2063000000,29524000000,105825000000,36477000000,35330000000,49776000000,7750000000,42026000000,129789000000,2649000000,122463000000,10146000000,14723000000,184226000000,69420000000,9382000000,74412000000,5516000000,0,108618000000,6188000000,72178000000,5516000000,66662000000,72200000000,9351000000,7581000000,102330000000,None,24150000000,78520000000,7643000000,USD,16108000000,509000000,None,16754000000,11902000000,10100000000,4051000000,10070000000,113000000,12405000000,-7257000000,-8686000000,0,4633000000,4633000000,None,3521000000,3521000000,None,308000000,None,None,-4325000000,None,144000000,-21000000,13187000000
93,2019Q3,137.70328125,138.5603125,136.3184609375,137.51328125,24182947.5625,1.37,1.21,0.16,13.2231,post-market,USD,22649000000,32428000000,16363000000,10406000000,12686000000,5398000000,4565000000,10522000000,724000000,-637000000,139000000,637000000,33065000000,-18000000,None,559000000,12686000000,2008000000,637000000,10678000000,10957000000,13323000000,13882000000,10678000000,USD,278955000000,165896000000,13117000000,136636000000,2622000000,19087000000,115359000000,38409000000,36971000000,49621000000,7508000000,42113000000,131971000000,2684000000,123519000000,7551000000,14455000000,172894000000,58118000000,8574000000,68052000000,3017000000,3017000000,114776000000,6659000000,69495000000,3017000000,66478000000,69495000000,8507000000,8826000000,106061000000,None,27240000000,78882000000,7634000000,USD,13818000000,531000000,None,-9685000000,-8758000000,559000000,3385000000,-10090000000,561000000,10678000000,-1776000000,-10209000000,0,4912000000,4912000000,None,3510000000,3510000000,None,427000000,None,None,-4485000000,None,1761000000,-72000000,10678000000
94,2019Q4,146.87140625,147.66125,145.94171875,146.90546875,21974165.625,1.38,1.25,0.13,10.4,post-market,USD,24548000000,36322000000,18986000000,12358000000,13891000000,6054000000,4603000000,11231000000,688000000,-654000000,281000000,654000000,36976000000,-19000000,None,574000000,14085000000,2436000000,654000000,11649000000,11455000000,14739000000,15313000000,11649000000,USD,282794000000,167074000000,8864000000,134253000000,1823000000,23525000000,118120000000,40522000000,39597000000,49374000000,7126000000,42248000000,129483000000,2755000000,125389000000,7473000000,14630000000,172685000000,59640000000,8811000000,62442000000,6247000000,6247000000,113045000000,7172000000,69608000000,6247000000,63361000000,69608000000,9131000000,9658000000,110109000000,None,30739000000,79625000000,7611000000,USD,10680000000,563000000,None,-1500000000,3756000000,574000000,3545000000,4203000000,-799000000,11649000000,-6036000000,-8915000000,0,5206000000,5206000000,None,3886000000,3886000000,None,234000000,None,None,-4972000000,None,-4253000000,18000000,11649000000
95,2020Q1,164.1932258064516,167.3617741935484,161.36919354838707,164.4490322580645,49303856.12903226,1.51,1.32,0.19,14.3939,post-market,USD,24046000000,34315000000,17650000000,10975000000,12975000000,6184000000,4887000000,11562000000,673000000,-614000000,153000000,614000000,34929000000,-3000000,None,491000000,12843000000,2091000000,614000000,10752000000,13683000000,13457000000,13948000000,10752000000,USD,285449000000,170505000000,11710000000,137626000000,1644000000,22699000000,117444000000,41221000000,41512000000,48919000000,6855000000,42064000000,132104000000,2660000000,125916000000,8536000000,13696000000,170948000000,58707000000,9246000000,60794000000,3748000000,3748000000,112241000000,7248000000,66610000000,3748000000,62862000000,66610000000,9151000000,9673000000,114501000000,None,32012000000,79813000000,7590000000,USD,17504000000,592000000,None,1160000000,-1290000000,491000000,3767000000,-891000000,-181000000,10752000000,51000000,-14645000000,0,7059000000,7059000000,None,3876000000,3876000000,None,342000000,None,None,-6717000000,None,2846000000,-64000000,10752000000
96,2020Q2,181.29841269841268,183.63079365079363,178.9857142857143,181.52492063492062,38709460.87301587,1.4,1.26,0.14,11.1111,post-market,USD,25694000000,38033000000,20161000000,12339000000,13407000000,7073000000,5214000000,13036000000,595000000,-686000000,None,686000000,38033000000,0,None,588000000,13422000000,2220000000,686000000,13407000000,11712000000,14108000000,14696000000,11202000000,USD,301311000000,181915000000,13576000000,136527000000,1895000000,32011000000,122096000000,44151000000,43197000000,50389000000,7038000000,43351000000,130044000000,2965000000,122951000000,11482000000,13138000000,183007000000,72310000000,12530000000,78360000000,3749000000,3749000000,110697000000,7671000000,63327000000,3749000000,59578000000,63327000000,10027000000,10632000000,118304000000,None,34566000000,80552000000,7571000000,USD,18673000000,479000000,None,14318000000,12068000000,11288000000,4744000000,9355000000,251000000,13407000000,-4462000000,-12262000000,0,5791000000,5791000000,None,3865000000,3865000000,None,340000000,None,None,-5451000000,None,13407000000,-83000000,11202000000
97,2020Q3,210.089921875,212.6503390625,207.191721875,210.0334375,34855529.359375,1.46,1.34,0.12,8.9552,post-market,USD,26152000000,36724000000,16941000000,11002000000,15876000000,5350000000,4926000000,10865000000,570000000,-589000000,None,589000000,37313000000,0,None,589000000,16124000000,2231000000,589000000,13893000000,13807000000,16713000000,17302000000,13893000000,USD,301001000000,177077000000,17205000000,137977000000,2705000000,23951000000,126624000000,47927000000,45417000000,50813000000,6923000000,43890000000,131702000000,3103000000,120772000000,13544000000,13034000000,177609000000,70056000000,12509000000,72610000000,6497000000,6497000000,107553000000,7753000000,63552000000,6497000000,57055000000,63552000000,9476000000,11525000000,123392000000,None,39193000000,81089000000,7564000000,USD,19335000000,583000000,None,-6439000000,-7919000000,589000000,4907000000,-8843000000,808000000,13893000000,-5371000000,-10289000000,0,6743000000,6743000000,None,3856000000,3856000000,None,545000000,None,None,-6198000000,None,3629000000,-46000000,13893000000
98,2020Q4,214.980234375,217.1542109375,212.8783859375,215.024375,28108850.859375,1.82,1.54,0.28,18.1818,post-market,USD,28882000000,42558000000,20907000000,14194000000,17897000000,6086000000,4899000000,11612000000,545000000,-571000000,545000000,571000000,43129000000,70000000,None,627000000,18337000000,2874000000,571000000,15463000000,15720000000,18908000000,19535000000,15463000000,USD,304137000000,173973000000,14432000000,131968000000,1924000000,28020000000,133064000000,51737000000,47715000000,50774000000,6555000000,44219000000,125914000000,3794000000,117536000000,12769000000,13561000000,173901000000,67486000000,12770000000,66774000000,5387000000,5387000000,106415000000,8875000000,60523000000,5387000000,55136000000,60523000000,10527000000,12544000000,130236000000,None,44973000000,81896000000,7546000000,USD,12516000000,576000000,None,-2914000000,3989000000,627000000,4174000000,4008000000,-788000000,15463000000,-1669000000,-13634000000,0,6535000000,6535000000,None,4230000000,4230000000,None,302000000,None,None,-6233000000,None,-2773000000,14000000,15463000000
99,2021Q1,231.92958524590165,234.4081606557377,229.6257918032787,232.02147540983606,30529106.786885247,2.03,1.64,0.39,23.7805,post-market,USD,28661000000,41059000000,20070000000,13045000000,17048000000,6409000000,5204000000,12229000000,519000000,-633000000,519000000,633000000,41692000000,6000000,None,616000000,17236000000,1779000000,633000000,15457000000,13552000000,17869000000,18485000000,15457000000,USD,308879000000,165614000000,13702000000,125407000000,2245000000,27129000000,146065000000,54945000000,49681000000,57825000000,8127000000,49698000000,118220000000,5395000000,111705000000,11640000000,14427000000,174374000000,72193000000,13412000000,65428000000,8051000000,8051000000,102181000000,9272000000,58058000000,8051000000,50007000000,58058000000,10450000000,12941000000,134505000000,None,50735000000,82308000000,7534000000,USD,22179000000,633000000,None,3146000000,446000000,616000000,5089000000,-290000000,329000000,15457000000,-9684000000,-13192000000,0,6930000000,6930000000,None,4221000000,4221000000,None,396000000,None,None,-6534000000,None,-730000000,-33000000,15457000000
100,2021Q2,253.73778253968254,255.7833412698413,252.1247111111111,254.18246031746034,24955185.07936508,1.95,1.78,0.17,9.5506,post-market,USD,32161000000,45595000000,22025000000,13991000000,19095000000,7379000000,5687000000,13721000000,497000000,-553000000,497000000,553000000,46148000000,22000000,None,655000000,19405000000,2947000000,553000000,16458000000,16818000000,19958000000,20613000000,16458000000,USD,333779000000,184406000000,14224000000,130334000000,2636000000,39008000000,152773000000,59715000000,51351000000,57511000000,7800000000,49711000000,122266000000,5984000000,116110000000,13393000000,15075000000,191791000000,88657000000,15163000000,88282000000,8072000000,8072000000,103134000000,9629000000,58146000000,8072000000,50074000000,58146000000,11666000000,13427000000,141988000000,None,57055000000,83111000000,7519000000,USD,22710000000,646000000,None,16880000000,15093000000,9955000000,6452000000,11606000000,388000000,16458000000,-10853000000,-11371000000,0,7177000000,7177000000,None,4214000000,4214000000,None,450000000,None,None,-6727000000,None,522000000,36000000,16458000000
101,2021Q3,290.902828125,292.8066796875,288.7084921875,290.9503125,22899915.234375,2.17,1.92,0.25,13.0208,post-market,USD,31671000000,44743000000,20145000000,13646000000,20238000000,5834000000,5599000000,12098000000,520000000,-539000000,520000000,539000000,45282000000,6000000,None,665000000,20524000000,19000000,539000000,20505000000,19966000000,21063000000,21728000000,20505000000,USD,335418000000,174326000000,19165000000,130615000000,3411000000,28203000000,164492000000,63772000000,52469000000,58249000000,7794000000,50455000000,122731000000,6393000000,111450000000,12951000000,21103000000,183440000000,80528000000,14832000000,82030000000,3249000000,3249000000,102912000000,10050000000,53288000000,3249000000,50039000000,53288000000,10816000000,14346000000,151978000000,None,66944000000,83751000000,7510000000,USD,24540000000,670000000,None,-4596000000,-10051000000,665000000,5810000000,-10486000000,777000000,20505000000,-3250000000,-16276000000,0,7684000000,7684000000,None,4206000000,4206000000,None,612000000,None,None,-7072000000,None,4941000000,-73000000,20505000000
102,2021Q4,323.705584375,326.6816421875,320.9102515625,324.21015625,25771687.21875,2.27,2.07,0.2,9.6618,post-market,USD,34768000000,51228000000,24433000000,16960000000,22247000000,6763000000,5758000000,13231000000,503000000,-525000000,503000000,525000000,51753000000,-4000000,None,710000000,22515000000,3750000000,525000000,18765000000,17919000000,23040000000,23750000000,18765000000,USD,340389000000,174188000000,20604000000,125369000000,3019000000,34507000000,169701000000,67214000000,55277000000,58383000000,7462000000,50921000000,118260000000,6994000000,104765000000,12280000000,21256000000,180379000000,77510000000,15314000000,73538000000,4998000000,4998000000,102869000000,10774000000,53258000000,4998000000,48260000000,53258000000,11684000000,14747000000,160010000000,None,75045000000,84528000000,7500000000,USD,14480000000,548000000,None,-4327000000,5227000000,710000000,5865000000,5543000000,-394000000,18765000000,-1161000000,-11986000000,0,7433000000,7433000000,None,4652000000,4652000000,None,291000000,None,None,-7142000000,None,1439000000,106000000,18765000000
103,2022Q1,301.40030322580645,305.124014516129,296.45738548387095,300.8538709677419,38331258.14516129,2.48,2.31,0.17,7.3593,post-market,USD,33745000000,48732000000,23481000000,15615000000,20364000000,7075000000,6306000000,14172000000,519000000,-503000000,519000000,503000000,49235000000,-11000000,None,791000000,20190000000,3462000000,503000000,16728000000,13815000000,20693000000,21484000000,16728000000,USD,344607000000,153922000000,12498000000,104693000000,3296000000,33613000000,194285000000,70298000000,58053000000,78719000000,11348000000,67371000000,96125000000,6907000000,92195000000,13320000000,21845000000,181683000000,77439000000,16085000000,73592000000,1749000000,1749000000,104244000000,11357000000,49926000000,1749000000,48177000000,49926000000,11865000000,15154000000,162924000000,None,79633000000,85767000000,7483000000,USD,25386000000,835000000,None,3127000000,55000000,791000000,5340000000,-857000000,279000000,16728000000,-16171000000,-17345000000,0,8822000000,8822000000,None,4645000000,4645000000,None,477000000,None,None,-8345000000,None,-8106000000,24000000,16728000000
104,2022Q2,271.8807741935484,275.55030000000005,267.69469032258064,271.4032258064516,32046976.951612905,2.22,2.19,0.03,1.3699,post-market,USD,35436000000,51406000000,25283000000,16429000000,20534000000,8053000000,6849000000,15703000000,552000000,-496000000,552000000,496000000,51902000000,-23000000,None,801000000,20487000000,3747000000,496000000,16740000000,14538000000,20983000000,21784000000,16740000000,USD,364840000000,169684000000,13931000000,104757000000,3742000000,45261000000,198956000000,74398000000,59660000000,78822000000,11298000000,67524000000,95583000000,6891000000,90826000000,16924000000,21897000000,198298000000,95082000000,19000000000,96816000000,2749000000,2749000000,103216000000,11489000000,49781000000,2749000000,47032000000,49781000000,13067000000,15526000000,166542000000,None,84281000000,86939000000,7464000000,USD,24629000000,744000000,None,17713000000,16240000000,13401000000,6871000000,12634000000,461000000,16740000000,-9729000000,-13269000000,0,8757000000,8757000000,None,4632000000,4632000000,None,461000000,None,None,-8296000000,None,1574000000,None,16740000000
