,Quarter,1. open,2. high,3. low,4. close,5. volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y
81,2016Q2,10.30390625,10.4993703125,10.083771875,10.32578125,85632.546875,0.09,0.05,0.04,80,USD,25977000,52130000,26153000,26153000,5125000,12910000,7948000,20852000,143000,-100000,None,100000,0,-359000,683000,1144000,4809000,532000,100000,4277000,3009000,4909000,6269000,4277000,USD,331637000,186022000,61072000,124209000,25957000,31518000,144658000,13557000,None,114303000,4423000,109880000,70458000,7321000,63137000,4338000,207000,36694000,23944000,8720000,None,None,None,12750000,None,None,None,None,None,3594000,856000,294900000,54403000,137268000,324000,25904000,USD,9095000,370000,None,None,None,1156000,375000,None,None,4277000,-15407000,616000,None,43000,43000,None,None,None,None,None,None,None,616000,None,-6198000,-502000,4277000
82,2016Q3,11.37640625,11.53630625,11.1694984375,11.36625,65851.484375,0.16,0.1,0.06,60,USD,24604000,50454000,25850000,25850000,5038000,12154000,7412000,19566000,164000,-65000,None,65000,-700000,-149000,654000,1052000,4988000,1144000,65000,3844000,3457000,5053000,6090000,3844000,USD,336166000,195645000,75727000,134109000,26276000,31682000,136767000,14041000,23478000,113489000,4041000,109448000,61923000,3541000,58382000,3578000,196000,36137000,23808000,8569000,361000,None,None,12329000,None,None,None,None,None,2305000,776000,300029000,54209000,141112000,325000,25988000,USD,6506000,773000,None,None,None,1052000,1145000,-1188000,1734000,24604000,7394000,673000,None,4000,4000,None,None,None,None,None,None,None,663000,None,14655000,82000,3844000
83,2016Q4,12.254444444444443,12.40891746031746,12.076144444444445,12.256190476190476,144768.95238095237,0.14,0.11,0.03,27.2727,USD,21453000,45175000,23722000,23722000,2422000,12126000,6905000,19031000,159000,-33000,None,33000,0,574000,656000,1001000,3122000,765000,33000,2357000,-1413000,3155000,3423000,2357000,USD,331479000,192015000,81142000,133081000,24338000,29973000,136095000,13983000,None,115415000,4299000,111116000,55214000,3275000,51939000,4623000,147000,29371000,17782000,7924000,None,None,None,11589000,None,None,None,None,None,2861000,828000,302108000,54343000,143469000,328000,26175000,USD,-2035000,183000,None,None,None,1001000,554000,None,450000,2357000,7441000,2359000,None,390000,390000,None,None,None,None,None,None,None,2694000,None,5415000,-2350000,2357000
84,2017Q1,12.85766129032258,13.01008064516129,12.689327419354838,12.833064516129031,86669.90322580645,0.09,0.07,0.02,28.5714,USD,21902000,45615000,23713000,23713000,1512000,13411000,6979000,20390000,120000,-10000,None,10000,0,-143000,793000,1366000,1479000,148000,10000,1331000,2617000,1489000,2878000,1331000,USD,339679000,173592000,71895000,107976000,30519000,30698000,161375000,13613000,None,143085000,13164000,129921000,38343000,2262000,36081000,4399000,153000,33276000,21790000,10754000,1636000,None,5463000,11486000,None,None,None,None,None,2703000,740000,306403000,54388000,144800000,330000,26477000,USD,1158000,132000,None,None,None,1389000,430000,None,None,1331000,-11850000,576000,None,197000,197000,None,None,None,None,None,None,None,444000,None,-9247000,869000,1331000
85,2017Q2,10.636507936507936,10.785396825396825,10.460476190476191,10.616984126984127,87295.38095238095,0.05,0.08,-0.03,-37.5,USD,22485000,45739000,23254000,23254000,709000,11841000,7420000,21776000,155000,-2000,None,2000,0,-221000,738000,1639000,641000,-694000,2000,1335000,3875000,643000,5739000,1335000,USD,343702000,176490000,92052000,109282000,33008000,30549000,161176000,13288000,None,143598000,12529000,129921000,19241000,2011000,17230000,3651000,268000,32116000,21810000,9829000,1709000,None,5725000,10306000,None,None,None,None,None,3400000,717000,311586000,54517000,146135000,330000,26522000,USD,419000,280000,None,None,None,1639000,593000,None,None,1335000,18401000,-99000,None,335000,335000,None,None,None,None,None,None,None,-110000,None,20157000,1436000,1335000
86,2017Q3,9.61111111111111,9.768015873015873,9.46936507936508,9.629206349206349,79813.30158730158,0.05,0.05,0,0,USD,21334000,45105000,23771000,23418000,4223000,9908000,7262000,17170000,222000,-3000,None,3000,100000,-134000,781000,1468000,4271000,-72000,3000,4343000,6356000,4274000,5632000,4343000,USD,345189000,174360000,78222000,110237000,30238000,30853000,166371000,13241000,27143000,143795000,11800000,131995000,36768000,4753000,32015000,3032000,269000,26045000,17980000,6240000,1343000,None,7896000,8065000,None,None,None,None,None,2113000,807000,319029000,54533000,150363000,330000,26558000,USD,2933000,718000,None,None,None,1536000,196000,833000,1850000,21334000,-17735000,221000,None,16000,16000,None,None,None,None,None,None,None,221000,None,-13830000,751000,4343000
87,2017Q4,10.246349206349207,10.400703174603175,10.057460317460318,10.225396825396826,82857.55555555556,0.16,0.08,0.08,100,USD,21959000,44955000,22996000,22996000,-1999000,16309000,7751000,23958000,208000,-3000,None,3000,0,-45000,759000,1694000,-1839000,2648000,3000,-4569000,-4234000,-1836000,-142000,-4487000,USD,347508000,140048000,45610000,73814000,31119000,30292000,205470000,12723000,None,183802000,34469000,149333000,32451000,4247000,28204000,4823000,451000,28892000,23470000,6330000,4135000,None,8143000,5422000,None,None,None,None,None,2451000,681000,318583000,54780000,145876000,335000,26748000,USD,-1328000,0,None,None,None,2453000,453000,None,450000,-4569000,-34241000,2716000,None,636000,636000,None,None,None,None,None,None,None,2744000,None,-32612000,241000,-4487000
88,2018Q1,10.368032786885246,10.557540983606557,10.200983606557378,10.384016393442622,107525.65573770492,-0.07,-0.03,-0.04,-133.3333,USD,26834000,54548000,27714000,27714000,818000,17534000,8617000,26016000,38000,-4000,None,4000,-5000,-527000,787000,2593000,325000,451000,4000,-357000,1670000,329000,2922000,-126000,USD,359336000,140301000,52391000,57148000,39670000,39789000,217948000,12145000,None,200283000,44301000,155982000,7246000,2489000,4757000,3694000,542000,37308000,30981000,11024000,4339000,None,9001000,6327000,None,None,None,None,None,2858000,676000,322226000,54583000,145519000,336000,27084000,USD,-3653000,0,None,None,None,3380000,332000,None,-9186000,-357000,8381000,648000,None,45000,45000,None,None,None,None,None,None,None,593000,None,6781000,1405000,-126000
89,2018Q2,11.9,12.0996453125,11.6824390625,11.926171875,79730.59375,-0.01,0.024,-0.034,-141.6667,USD,29648000,62272000,32624000,32624000,2424000,18897000,8205000,27224000,97000,-5000,None,5000,13000,535000,894000,2579000,3051000,147000,5000,2621000,-212000,3056000,5635000,2904000,USD,360226000,146039000,47694000,52457000,41782000,48246000,212765000,11474000,None,196343000,41778000,154565000,7006000,2243000,4763000,3554000,462000,36804000,30494000,10849000,3710000,None,9225000,6310000,None,None,None,None,None,2270000,608000,323903000,54366000,148140000,337000,27177000,USD,-3863000,0,None,None,None,3473000,178000,None,-9186000,2621000,61000,669000,None,49000,49000,None,None,None,None,None,None,None,696000,None,-4697000,-1564000,2904000
90,2018Q3,13.332539682539684,13.473858730158732,13.127261904761905,13.29047619047619,74820.73015873016,0.09,0.04,0.05,125,USD,30613000,65118000,34505000,34505000,1539000,20342000,8605000,29074000,102000,-13000,None,13000,714000,85000,909000,2569000,1713000,-1627000,13000,3608000,3540000,1726000,4295000,3340000,USD,372146000,162046000,58014000,62750000,41644000,50817000,201416000,8354000,22044000,193855000,39320000,154535000,4736000,None,4736000,2613000,1291000,41653000,35573000,12911000,3933000,None,11182000,5536000,None,None,None,None,None,5405000,720000,330493000,54216000,151961000,338000,27326000,USD,6066000,1553000,None,None,None,3478000,879000,-17002000,2056000,30863000,2462000,1794000,None,18000,18000,None,None,None,None,None,None,None,1834000,None,10320000,-2000,3340000
