,Quarter,1. open,2. high,3. low,4. close,5. volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y
17,2019Q2,1.9056349206349206,1.9764682539682539,1.8263603174603174,1.9108095238095237,5606.111111111111,-0.03,None,None,None,USD,-359715,26335,386050,None,-169829,134684,35145,169829,None,26335,28750,None,None,839,6655,1366,-140245,0,None,-169829,986013,-169829,-168463,-140245,CNY,7448790,6251863,6672637,6072637,73294,None,1196927,41116,99875,555811,555811,None,None,None,46933,24818,None,1683402,1683402,None,1318897,86733,86733,None,None,None,86733,None,86733,1349422,None,5765388,None,-5550128,20944,20943846,CNY,865015,None,None,167430,-6017,8021,501854,None,0,-95702,-1854,74847,None,None,None,None,None,None,None,-1412,None,None,-92555,None,730668,-207340,-140245
21,2020Q2,2.0945555555555555,2.2086190476190475,2.0037968253968255,2.0850031746031745,90430.38095238095,-0.03,None,None,None,USD,3040115,3768817,728702,146380,410900,542525,314975,857500,None,5627,5627,None,None,1135,31989,39797,-152338,-469,None,-157496,403711,410900,450697,412504,CNY,4913200,3898523,1665936,1065936,105210,523755,1014677,291031,161576,20694,20694,None,None,None,None,33021,None,1030764,689491,274934,20953,None,346629,341273,687902,None,None,None,687902,23213,341273,3882436,None,-7413381,20944,20943846,CNY,-888139,-243175,7776604,-1291735,1333117,71786,58480,-1129,-125542,-157496,-58480,249,None,None,None,None,None,None,None,0,None,None,0,None,-944875,1495,412504
22,2020Q3,2.7119484375,2.853865625,2.573171875,2.694534375,1019878.3125,-0.09,None,None,None,USD,-7844,9055,16899,16899,-876071,673501,194726,868227,None,1596,1596,None,9055,7652,36221,6440,-739523,127300,200000,-866823,-808344,-876071,-869631,-866823,CNY,5337787,2887933,720036,720036,125890,546677,2449854,310284,204777,273404,273404,None,None,None,None,108086,None,2263695,1303038,68160,18766,None,801717,960657,1762374,1866166,None,None,1866166,376492,960657,3074092,None,-8280204,20944,20943846,CNY,-909530,None,None,-94485,106179,42661,52139,5057,16254,-866823,-52139,249,None,None,None,None,None,None,None,0,None,None,0,None,-945900,15769,-866823
23,2020Q4,2.6689765625,2.7573765625,2.541653125,2.6388875,77229.8125,-0.04,None,None,None,USD,86070,126184,40114,40114,-980946,932507,134509,1067016,None,208,208,None,126184,-19854,29801,-4223,-760737,203300,0,-1000592,-909973,-980946,-985169,-964037,CNY,5303808,2345998,674397,674397,265365,565208,2957810,341918,243841,878955,878955,None,None,None,None,59680,None,2246634,1297195,380208,45978,None,776751,949439,1726190,None,None,None,1726190,380208,949439,3095119,None,-9244241,21470,21470446,CNY,-936762,None,None,-122464,44592,29801,47557,None,11042,-964037,-47557,931000,None,None,None,None,None,None,None,0,None,None,0,None,-1971383,7680,-964037
24,2021Q1,3.4711098360655734,3.7043065573770493,3.308945901639344,3.465409836065574,1702632.7049180327,-0.05,None,None,None,USD,7774,17686,9912,9912,-1266501,1066501,207774,1274275,None,112,112,112,17686,-9958,38819,5292,-1276347,-57459,0,-1276347,-1226072,-1266501,-1261209,-1219000,CNY,4582758,1493151,171177,171177,254960,573807,3089607,301939,256964,1041030,1041030,None,None,None,None,33021,None,2766543,1989088,390220,45653,741101,1400381,777455,1436735,741101,741101,None,741101,390220,777455,1911699,None,-10463241,21474,21474138,CNY,-1215663,None,None,-227899,11525,44111,29292,-7323,-8018,-1219000,-29292,728824,None,None,None,None,None,None,None,0,None,None,0,None,-1180181,12911,-1219000
25,2021Q2,2.817944444444444,2.90724126984127,2.716957142857143,2.7942396825396827,132994.52380952382,-0.06,None,None,None,USD,8003,22213,14210,14210,-1737768,1430941,314830,1745771,None,601,601,601,22213,-3387,37284,49598,-1740554,-142538,-171750,-1740554,-1601045,-1737768,-1688170,-1598617,CNY,3895117,885985,49676,49676,194264,854476,3009132,309408,298748,1092147,1092147,None,None,None,None,33021,256987,3817406,3258667,561674,46439,1486819,2217004,558739,1288924,1486819,1486819,None,1486819,130230,12139569,319654,None,-12061858,21474,21474138,CNY,-886394,None,None,697135,792250,86882,39697,-11767,-52447,1639047,-39697,789023,None,None,None,None,None,None,None,0,720482,None,0,None,-121501,15567,-1598617
26,2021Q3,2.377121875,2.5288921875,2.2025859375,2.31609375,3663674.96875,-0.07,None,None,None,USD,63595,670000,607535,607535,-1573891,1350270,287216,1637486,None,20534,20534,20534,671130,23,40253,51769,-1553334,-132634,None,-1553334,-1445931,-1573891,-1522122,-1441234,CNY,10168614,7393969,5805362,5805362,204663,851142,2774645,276191,335645,1090233,1090233,None,None,None,None,83289,23619,3803142,3462443,613283,46257,984519,1743633,340699,1099813,1486819,984519,None,1486819,366147,None,6719769,None,-13503092,23916,23916304,CNY,-1399969,2898,None,1307501,1012527,92022,9156,913091,11183,-1553334,-9156,7172459,-497625,None,None,None,None,None,None,7681796,0,None,7681796,None,5755686,-7648,-1441234
27,2021Q4,1.79234375,1.87370625,1.718525,1.7866109375,200673.15625,-0.06,None,None,None,USD,588404,8950000,6055134,8710000,-1258199,1655001,248832,1846603,None,12359,12359,12359,8979479,7670,46088,95435,-1823474,-158540,None,-1823474,-1257493,-1258199,-1162764,-1677293,CNY,11873723,9129063,2240708,2240708,210808,1154382,2744660,249393,387675,1195303,1195303,None,None,62738,None,18523,62738,6802163,6573139,502909,47053,None,688520,229024,917544,1486819,None,None,1486819,352913,None,5569490,None,-15180385,24244,24244130,CNY,-2424653,None,None,3783224,5342522,141523,212782,4262286,2667,-1677293,-274968,-935105,-995612,None,None,None,None,None,None,0,0,None,0,None,-10092131,70072,-1677293
28,2022Q1,1.8756016129032258,1.9928209677419355,1.8144564516129034,1.9091129032258063,253482.8064516129,-0.07,-0.04,-0.03,-75,USD,588404,5540000,6055134,5000000,-1258199,2597771,248832,1846603,None,4837,4837,4837,6643538,7670,41506,137720,-1245692,26883,None,-1245692,-1257493,-1258199,-1120479,-1277412,CNY,10430868,7845542,1628750,1628750,247378,1328389,2585326,217100,426101,1263219,1263219,None,None,63010,None,35328,63010,6364799,6232542,494185,72682,None,506699,132257,638956,None,None,None,638956,341700,None,4532497,None,-16457797,24244,24244130,CNY,-391866,None,None,-183779,-573922,179226,212368,294083,35389,-1277412,-212620,-33171,0,None,None,None,None,None,None,0,0,None,0,None,None,None,-1277412
29,2022Q2,2.238709677419355,2.314458064516129,2.1334,2.2107548387096774,139955.67741935485,-0.05,-0.04,-0.01,-25,USD,57375,1930911,729389,-14379983,-2564107,1230146,291336,2621482,None,12767,12767,12767,786764,62158,36298,128753,-2489182,-438338,None,-2489182,-2205343,-2564107,-2435354,-2125769,CNY,3755677,1256801,164217,164217,211353,1145941,2498876,85930,477158,3483582,1741791,1741791,None,29800,None,621821,46981,2156045,2124575,197573,289888,81950,539899,31470,489419,163900,81950,None,163900,102331,20183198,2453905,None,-18583566,24325,24324633,CNY,-923224,None,None,-4975525,-5263748,165051,668145,-5201689,-23916,-1899208,-636680,175121,0,None,None,None,None,None,None,0,0,None,0,None,None,None,-2125769
30,2022Q3,1.5517734375,1.6183281250000001,1.470028125,1.54003125,407453.4375,-0.09,-0.03,-0.06,-200,USD,150197,1040000,1014108,1014108,-1095702,1343509,106628,1095702,64,99,99,99,1164305,-1239,40861,148903,-1337315,8,None,-1102020,-1324985,-1095702,-946799,-1337323,CNY,3092106,979033,93074,93074,194885,1057888,2113073,138642,452957,1612945,1612945,None,None,56340,None,48826,None,2801523,2801523,1111513,1040000,866644,1187470,68902,320826,866644,866644,None,866644,1180415,None,1245170,None,-19920889,24325,24324633,CNY,-752697,0,None,145178,-177735,189764,73557,-93511,-5100,-1337323,-102845,790302,820508,None,None,None,None,None,None,0,0,None,0,None,None,None,-1337323
31,2022Q4,1.4496015873015873,1.4957238095238095,1.3986936507936507,1.4494555555555557,47789.30158730159,-0.05,0,-0.05,None,USD,35429,131459,96030,371380,-1025370,1280006,148812,1060799,29,46,46,36351,425710,9568,30808,147044,-1290990,0,None,-1045665,-1352095,-1306669,-1159625,-1290990,CNY,3257603,1325151,43309,43309,253473,1070134,1932452,111042,480280,1447672,1447672,None,None,57433,None,135999,None,4289784,4121400,1340622,123073,1592403,1931974,168384,339571,1760787,1592403,168384,1760787,1437901,None,-971939,None,-21211879,24325,24324633,CNY,-1013793,None,None,364553,412560,177852,-69296,232076,54986,-1290990,69820,892906,0,None,None,None,None,None,None,0,0,None,0,None,None,None,-1290990
32,2022Q4,1.4496015873015873,1.4957238095238095,1.3986936507936507,1.4494555555555557,47789.30158730159,-0.05,0,-0.05,None,USD,35429,131459,96030,371380,-1025370,1280006,148812,1060799,29,46,46,36351,425710,9568,30808,147044,-1290990,0,None,-1045665,-1352095,-1306669,-1159625,-1290990,CNY,96476,979033,93074,93074,194885,None,2113073,443788,None,1612945,1612945,None,None,56340,None,48826,None,2801523,2801523,None,None,None,1187470,1621108,320826,None,866644,None,1187470,1180415,None,1245170,None,-19920889,24325,24324633,CNY,-1013793,None,None,364553,412560,177852,-69296,232076,54986,-1290990,69820,892906,0,None,None,None,None,None,None,0,0,None,0,None,None,None,-1290990
33,2023Q1,1.2983774193548385,1.3310177419354838,1.2478790322580644,1.2930274193548386,21196.322580645163,-0.0531,-0.04,-0.0131,-32.75,USD,96528,1787677,1691149,1691149,-1306669,123289,306200,1403197,None,36,36,9604,1787677,9568,15955,148701,-1295159,0,None,1243697,-1315941,-1306669,-1157968,-1295159,CNY,3383725,1917868,43155,500000,251422,1027402,1465857,96711,502485,1310936,1310936,None,None,58210,456845,55741,None,5635741,5492189,1636732,96364,1641066,1880470,143552,239404,1784618,1641066,143552,1784618,2291344,None,-2191880,None,-22507038,24325,24324633,CNY,-561879,None,None,752477,325935,164656,242,578130,-5196,-1297065,311,560717,0,None,None,None,None,None,None,0,0,None,0,None,None,None,-1295159
34,2023Q2,1.0704145161290324,1.107916129032258,1.034783870967742,1.0706177419354839,36117.01612903226,-0.0532,0,-0.0532,None,USD,39876,3667619,3627743,3627743,-5547173,5384619,202430,5587049,None,38,38,26846,None,-8791,5970,163188,-6426868,-870648,None,-5555918,-5377006,-5547173,-5383985,-5556220,CNY,2754448,1289517,19728,76809,241380,-649145,1464931,85930,477158,1185787,1185787,None,None,55358,57081,772684,55358,6334545,4906575,1005059,609175,1238250,594906,1427970,151089,2289124,643344,91215,2884030,413795,23312,-3519249,None,-28063258,1852,27784133,CNY,-807712,None,None,-474095,-356909,169158,79816,-701308,2229,-15253933,-80417,865282,0,None,None,None,None,None,None,0,0,None,0,None,None,None,-5556220
35,2023Q3,0.6111396825396825,0.6488190476190476,0.5676174603174603,0.6078,952904.6031746032,-0.2186,0,-0.2186,None,USD,74735,6880743,6806008,6806008,-857776,777507,155004,932511,106,-2503,106,2503,None,-7864,10662,127211,-865534,-137873,2503,-855602,-183272,-857776,-730565,-12124,CNY,8816199,7911853,1218748,501245,242789,556074,904346,67700,471608,715079,715079,None,None,55713,None,243091,None,4508122,4469781,296177,473061,2528955,496035,38341,52148,2570075,2032920,20560,3066110,416446,17907,4378865,None,-28085314,38073,38073234,CNY,-6744413,5551,16400,-337621,5713959,137873,330,21436,-137,-22056,-365,8080455,-12305603,None,None,None,None,None,None,8061286,0,None,8061286,None,None,None,-12124
36,2023Q4,0.20010317460317462,0.2118031746031746,0.18966190476190478,0.20339047619047618,460229.85714285716,-0.0007,0,-0.0007,None,USD,102235,11348469,11246234,11246234,-1788536,1773400,117371,1890771,1623,-2278,None,2278,None,-46187,7802,130441,-1833100,None,2278,-1833039,-1798438,-1788536,-1658095,-1832978,CNY,4944648,4058251,437716,77247,185806,607270,886397,62512,485939,660080,660080,None,None,56476,None,150453,None,2412851,2412179,339897,58456,706582,502836,672,None,2049110,203746,1344,2551946,72612,672,2602530,None,None,2538,2538286,CNY,1111130,4984,0,48012,420000,138243,71451,31369,-59672,-1833039,-71451,-1838674,8558538,None,None,None,None,None,None,0,None,None,0,None,None,None,-1832978
