,Quarter,1. open,2. high,3. low,4. close,5. volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y
14,2019Q3,16.029218750000002,16.3300859375,15.6786953125,16.013125,29302901.921875,-0.06,-0.1,0.04,40,USD,215692000,438832000,223140000,223140000,-228853000,240313000,211599000,458812000,10317000,-8654000,10317000,8654000,446199000,-1481000,None,6900000,-228671000,-1296000,8654000,-227371000,-236650000,-220017000,-213117000,-227375000,USD,3864372000,2677063000,728828000,2260730000,None,374090000,1187309000,177073000,None,694129000,72371000,621758000,1531902000,None,1531902000,42243000,65882000,1539957000,369063000,56572000,None,49725000,49725000,1170894000,334523000,880391000,49725000,880391000,880391000,312491000,5705000,2324415000,None,-6705226000,13000,1394536000,USD,-76149000,16200000,None,25596000,61206000,20646000,7938000,62855000,-13255000,-227375000,-688319000,1157550000,None,None,None,None,None,None,None,None,None,0,7788000,None,393082000,None,-227375000
15,2019Q4,14.73953125,15.006718750000001,14.4610078125,14.7175,24619505.078125,-0.04,-0.05,0.01,20,USD,293910000,547349000,253439000,253439000,-253596000,341519000,219526000,568145000,10463000,-14775000,10463000,14775000,560888000,17536000,None,7100000,-240372000,332000,14775000,-240665000,-232958000,-225597000,-218497000,-240704000,USD,4011924000,2643986000,520317000,2112805000,None,492194000,1422938000,173667000,112560000,853274000,92121000,761153000,1647488000,55000000,1592488000,38987000,65550000,1752011000,499675000,46886000,20082000,42179000,42179000,1252336000,345357000,891776000,42179000,891776000,891776000,390528000,57382000,2259913000,None,-6945930000,14000,1415796000,USD,-66842000,16900000,None,121908000,125366000,20620000,9093000,117126000,126954000,-240704000,-144076000,1364000,None,None,None,None,None,None,None,None,None,0,1801000,None,-209554000,None,-240704000
16,2020Q1,15.344193548387098,15.710948387096774,14.96076129032258,15.349032258064517,30736205.14516129,0.03,0.01,0.02,200,USD,194697000,448107000,253410000,253410000,-286364000,256819000,238613000,503432000,8589000,-15113000,8589000,15113000,462478000,-12389000,None,8000000,-305277000,659000,15113000,-305936000,-309405000,-290164000,-282164000,-305936000,USD,3898510000,2527871000,901342000,2081875000,None,394053000,1370639000,173751000,None,840289000,83900000,756389000,1180533000,None,1180533000,51943000,89120000,1773603000,523191000,54068000,None,40189000,40189000,1250412000,329943000,903339000,40189000,903339000,903339000,469123000,57319000,2124907000,None,-7252646000,14000,1439589000,USD,6283000,25999000,None,23781000,-78870000,21204000,10891000,-92892000,-8951000,-305936000,371577000,3130000,None,None,None,None,None,None,None,None,None,0,3130000,None,380990000,None,-305936000
17,2020Q2,17.655079365079366,18.127826984126987,17.270923809523808,17.782857142857143,30741784.57142857,-0.08,-0.07,-0.01,-14.2857,USD,179770000,430224000,250454000,250454000,-310608000,253449000,260863000,521712000,4768000,-24727000,4768000,24727000,454158000,3575000,None,7400000,-326992000,-1041000,24727000,-325992000,-323664000,-302265000,-294865000,-325951000,USD,4704029000,3258349000,1251721000,2829569000,None,379046000,1445680000,175125000,None,862470000,87285000,775185000,1577848000,None,1577848000,49734000,148521000,2509364000,543612000,58618000,None,42755000,42755000,1965752000,320828000,1625743000,42755000,1625743000,1625743000,484994000,61936000,2194665000,None,-7578597000,14000,1463620000,USD,-66554000,17566000,None,17877000,-19885000,20925000,15767000,-15654000,8001000,-325951000,-492124000,909059000,None,None,None,None,None,None,None,None,None,0,20477000,None,350381000,None,-325951000
18,2020Q3,23.24078125,23.7325359375,22.7542015625,23.260625,24332639.640625,-0.09,-0.09,0,0,USD,358116000,651211000,293095000,293095000,-167864000,269798000,283639000,561837000,2801000,-28212000,2801000,28212000,678668000,-5669000,None,8400000,-198944000,909000,28212000,-199853000,-190745000,-170732000,-162332000,-199853000,USD,4817774000,3315714000,824070000,2725005000,None,529872000,1502060000,175199000,None,907909000,91796000,816113000,1900935000,None,1900935000,60837000,149811000,2619003000,610106000,61978000,None,None,40994000,2008897000,328099000,1650246000,None,1650246000,1650246000,548128000,71546000,2198771000,None,-7778449000,14000,1484716000,USD,-54828000,5113000,None,65352000,159074000,21804000,14727000,151856000,35227000,-199853000,-375250000,2434000,None,None,None,None,None,None,None,None,None,0,2434000,None,-427644000,None,-199853000
19,2020Q4,41.4312453125,42.5297609375,40.4808015625,41.54140625,34304294.171875,0.01,-0.05,0.06,120,USD,497125000,882671000,385546000,385546000,-97236000,304566000,318446000,632712000,1969000,-29176000,1969000,29176000,911322000,29471000,None,9700000,-94945000,18154000,29176000,-113099000,-100235000,-65769000,-56069000,-113099000,USD,5024238000,3337975000,545618000,2537540000,None,744288000,1855763000,178709000,134452000,1045188000,105929000,939259000,2161422000,169500000,1991922000,56147000,192638000,2694262000,667327000,71908000,27814000,None,41077000,2026935000,328369000,1675169000,None,1675169000,1675169000,237095000,64474000,2329976000,None,-7891542000,14000,1503333000,USD,-52545000,50941000,None,31782000,221528000,22811000,16447000,212508000,10007000,-113099000,-234067000,8168000,None,None,None,None,None,None,None,None,None,0,8168000,None,-278444000,None,-113099000
20,2021Q1,57.630224590163934,59.30242459016394,55.44975573770492,57.46852459016393,22464983.852459017,0.09,0.07,0.02,28.5714,USD,352354000,764955000,412601000,412601000,-303606000,312009000,348580000,670989000,1137000,-5031000,1137000,5031000,769584000,22058000,None,10400000,-285442000,1440000,5031000,-286842000,-296335000,-280411000,-270011000,-286882000,USD,5058780000,3238699000,967519000,2556697000,None,612757000,1820081000,177071000,None,1158193000,132483000,1025710000,1589178000,None,1589178000,69245000,215794000,3352602000,751928000,126132000,None,None,44872000,2600674000,326721000,2245203000,None,2245203000,2245203000,625796000,73622000,1706178000,None,-8083393000,15000,1519000000,USD,136886000,22127000,None,63950000,-115982000,23498000,10851000,-129316000,-2494757000,-286882000,280555000,4453000,None,None,None,None,None,None,None,None,None,0,4453000,None,421894000,None,-286882000
21,2021Q2,59.864999999999995,61.238463492063495,58.48923174603175,60.02142857142857,20824337.301587302,-0.19,-0.05,-0.14,-280,USD,533449000,978470000,445021000,445021000,-192512000,358928000,370671000,743999000,1251000,-4564000,1251000,4564000,982108000,42282000,None,14400000,-153543000,-1879000,4564000,-151643000,-149727000,-148979000,-134579000,-151664000,USD,6820815000,4336959000,2051961000,3467345000,None,797146000,2483856000,183229000,None,1717927000,264161000,1453766000,2815384000,None,1415384000,72468000,287434000,3912814000,748147000,79089000,None,None,54121000,3164667000,355701000,2550829000,None,2550829000,2550829000,614937000,312258000,2908001000,None,-8235057000,15000,1576744000,USD,-101086000,19614000,None,-21121000,173725000,28270000,14623000,174452000,-3554557000,-151664000,131869000,1053659000,None,None,None,None,None,None,None,None,None,0,3257000,None,1084442000,None,-151664000
22,2021Q3,72.240234375,73.8560171875,70.7050375,72.24890625,17273883.203125,0.1,-0.01,0.11,1100,USD,620649000,1064122000,443473000,443473000,-180824000,392801000,412021000,822922000,1257000,-4031000,1257000,4031000,1067471000,112631000,None,18100000,-70967000,992000,8567000,-71959000,-76027000,-66936000,-48836000,-71959000,USD,7111165000,4472029000,1972358000,3481821000,None,913539000,2639136000,189946000,None,1745239000,261131000,1484108000,3143263000,None,1509463000,76669000,412770000,3671049000,808496000,91769000,None,None,56191000,2862553000,348697000,2252079000,None,2252079000,2252079000,660536000,317968000,3440116000,None,-8307016000,15000,1605153000,USD,71552000,22608000,None,69941000,141303000,32510000,19836000,132908000,-3615512000,-71959000,-155202000,4045000,None,None,None,None,None,None,None,None,None,0,4045000,None,-79605000,None,-71959000
23,2021Q4,56.51609375,57.6587046875,55.056990625,56.27625,21766152.5625,0.17,0.08,0.09,112.5,USD,845152000,1294303000,449151000,449151000,-25127000,439666000,434195000,894061000,1554000,-4050000,1554000,4050000,1297885000,63204000,None,20200000,35581000,13031000,4050000,22597000,18292000,39631000,59831000,22550000,USD,7536306000,4854002000,1993809000,3886085000,None,1068873000,2682304000,202644000,175260000,1866106000,277654000,1588452000,3199076000,None,1892276000,92244000,291302000,3746138000,851786000,125282000,44473000,None,52396000,2894352000,377905000,2253087000,None,2253087000,2253087000,629635000,315756000,3790168000,0,-8284466000,16000,1619283000,USD,185528000,20438000,None,63874000,171444000,34863000,24565000,154923000,None,22550000,-166995000,2916000,None,None,None,None,None,None,None,None,None,0,2916000,None,21449000,None,22550000
24,2022Q1,36.269675806451616,37.4910129032258,34.98275967741935,36.16580645161291,35871070.161290325,0.22,0.1,0.12,120,USD,637330000,1058227000,420897000,420897000,-271527000,457794000,455563000,935857000,3123000,-5173000,3123000,5173000,1062727000,-77537000,None,22500000,-351114000,8510000,5173000,-359624000,-369158000,-345941000,-323441000,-359624000,USD,8944937000,6059808000,2412372000,5102091000,None,941715000,2885129000,214441000,None,1937594000,292310000,1645284000,5188619000,None,2689719000,117102000,307067000,5381901000,842799000,180387000,None,None,51684000,4539102000,478518000,3736843000,None,3736843000,3736843000,610728000,375425000,3563036000,None,-8644090000,16000,1632563000,USD,127459000,26954000,None,-5835000,-98541000,38100000,21175000,-126027000,None,-359624000,-1017665000,1308766000,None,None,None,None,None,None,None,None,None,0,2266000,None,418560000,None,-359624000
25,2022Q2,22.983225806451614,23.72951612903226,22.08411129032258,22.805,43782634.38709678,-0.02,0.01,-0.03,-300,USD,659174000,1105551000,446377000,446377000,-400940000,560435000,505037000,1129572000,8331000,-5549000,8331000,5549000,1110909000,-16910000,None,64100000,-415067000,7000000,5549000,-422067000,-437897000,-409518000,-345418000,-422067000,USD,8790791000,6015234000,2298122000,4951776000,None,1015607000,2775557000,232476000,None,1868346000,234261000,1634085000,5074354000,None,2653654000,127151000,258566000,5347032000,1063967000,184146000,None,None,48978000,4283065000,465479000,3739092000,None,3739092000,3739092000,830843000,127472000,3443759000,None,-9066157000,16000,1644974000,USD,-124081000,23251000,None,-18773000,100211000,79291000,23370000,81001000,None,-422067000,11439000,-1618000,None,None,None,None,None,None,None,None,None,0,1388000,None,-114260000,None,-422067000
26,2022Q3,11.5914078125,11.974021875,11.2992796875,11.63625,53706479.765625,-0.02,-0.02,0,0,USD,656386000,1123143000,466757000,466757000,-435242000,532703000,564258000,1272424000,18445000,-5425000,18445000,5425000,1128476000,71961000,None,20900000,-350302000,9200000,5425000,-359502000,-372930000,-344877000,-323977000,-359502000,USD,8285194000,5537672000,1918845000,4545852000,None,992747000,2747522000,240752000,None,1861924000,229128000,1632796000,4910107000,None,2627007000,115973000,261809000,5384932000,1139932000,188605000,None,None,57913000,4245000000,442408000,3740804000,None,3740804000,3740804000,893414000,119701000,2900262000,None,-9425659000,16000,1657181000,USD,55945000,24786000,None,72842000,-19359000,36291000,37836000,-17410000,None,-359502000,65065000,-500296000,None,500513000,500513000,None,None,None,None,None,None,0,-500296000,None,-379286000,None,-359502000
27,2022Q4,9.831428571428571,10.166395238095237,9.549647619047619,9.864603174603175,42853905.34920635,0.08,-0.01,0.09,900,USD,859177000,1340488000,481311000,481311000,-287597000,521079000,584942000,1319670000,28698000,-5312000,28698000,5312000,1299735000,-20043000,None,24700000,-284254000,4206000,5312000,-288460000,-269163000,-278942000,-254242000,-288460000,USD,8029538000,5256647000,1423121000,4030624000,None,1183092000,2772891000,271777000,218593000,1850600000,204480000,1646120000,5016003000,None,2607503000,134431000,279562000,5448840000,1215599000,181774000,50782000,None,46485000,4233241000,432756000,3742520000,None,3742520000,3742520000,936558000,104450000,2580698000,500514000,-10214657000,15000,1625398000,USD,125291000,28782000,None,75420000,178890000,48491000,46925000,182216000,None,-288460000,-121114000,-500138000,None,500539000,500539000,None,None,None,None,None,None,0,-500138000,None,-495961000,None,-288460000
28,2023Q1,10.460806451612903,10.784254838709677,10.215262903225808,10.506290322580645,33273093.387096774,0.14,0.11,0.03,27.2727,USD,543096000,983082000,439986000,439986000,-365264000,458774000,455112000,931686000,37948000,-5885000,37948000,5885000,988745000,11372000,None,17800000,-321829000,6845000,5885000,-328674000,-316364000,-315944000,-298144000,-328674000,USD,7888390000,5142916000,1578528000,4204932000,None,892511000,2745474000,303022000,None,1835821000,186724000,1649097000,4924904000,None,2626404000,146973000,251569000,5309950000,1091484000,141800000,None,None,50787000,4218466000,419313000,3744237000,None,3744237000,3744237000,898897000,105703000,2578440000,None,-10543331000,15000,1646147000,USD,151102000,28621000,None,-126109000,-276019000,35220000,47630000,-288373000,None,-328674000,5838000,-1999000,None,0,0,None,None,None,None,None,None,0,29000,None,154941000,None,-328674000
29,2023Q2,10.008064516129032,10.239175806451613,9.832204838709677,10.046774193548387,26095585.19354839,0.01,-0.01,0.02,200,USD,564027000,1060901000,496874000,496874000,-404339000,497471000,477663000,993534000,43144000,-5343000,43144000,5343000,1066173000,1323000,None,18400000,-365215000,12093000,5343000,-377308000,-391805000,-359872000,-341472000,-377308000,USD,7666223000,4839538000,1228629000,3737978000,None,996082000,2826685000,330010000,None,1894732000,202671000,1692061000,4860649000,None,2509349000,154178000,252973000,5161263000,937664000,163604000,None,None,57893000,4223599000,414822000,3745956000,None,3745956000,3745956000,716167000,120714000,2504960000,None,-10920639000,16000,1666610000,USD,-81936000,24932000,None,62620000,106002000,39688000,36943000,103629000,None,-377308000,-26399000,-241706000,None,0,0,None,None,None,None,None,None,0,382000,None,-350041000,None,-377308000
30,2023Q3,10.45373015873016,10.649063492063492,10.26684126984127,10.450000000000001,25251461.523809522,-0.02,-0.04,0.02,50,USD,613536000,1169289000,555753000,555753000,-380063000,518302000,494559000,1050561000,43839000,-5521000,43839000,5521000,1174446000,-20662000,None,19100000,-362456000,5800000,5521000,-368207000,-369877000,-356935000,-337835000,-368256000,USD,7722905000,4874260000,1199366000,3627898000,None,1116511000,2848645000,377320000,None,1875408000,183866000,1691542000,4814132000,None,2428532000,144251000,251236000,5229884000,1009572000,128546000,75200000,None,62111000,4220312000,408619000,3747677000,None,3747677000,3747677000,818915000,126127000,2493021000,None,-11288895000,16000,1688933000,USD,12781000,28806000,None,94146000,132576000,41209000,73435000,128972000,None,-368256000,-31608000,-10436000,None,0,0,None,None,None,None,None,None,0,5000,None,None,None,-368256000
31,2023Q4,12.166904761904762,12.472577777777778,12.001038095238094,12.260793650793651,25968075.984126985,0.02,-0.04,0.06,150,USD,733851000,1355355000,621504000,621504000,-248713000,504968000,483528000,1055096000,43463000,-5275000,43463000,5275000,1361287000,-34447000,None,25800000,-244972000,3275000,5275000,-248247000,-223334000,-239697000,-213897000,-248247000,USD,7967758000,4975843000,1780400000,3557680000,None,1278176000,2991915000,410326000,264384000,1838130000,146303000,1691827000,3563680000,None,1777280000,153587000,226597000,5553646000,1134118000,278961000,93706000,None,49321000,4419528000,595600000,3749400000,None,3749400000,3749400000,712130000,123849000,2414112000,479903000,-11726536000,16000,1694696000,USD,164574000,25585000,None,135616000,143250000,52324000,53719000,153899000,146334000,-248247000,623123000,-204648000,None,189394000,189394000,None,None,None,None,None,None,None,-188772000,None,None,None,-248247000
