,Quarter,1. open,2. high,3. low,4. close,5. volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y
51,2012Q1,113.26951451612904,114.96286290322581,112.02019193548388,113.72306451612903,6819988.70967742,1.84,1.24,0.6,48.3871,USD,-8355000000,9949000000,6768000000,6426000000,-13116000000,4691000000,None,6386000000,None,-1587000000,2833000000,1625000000,None,None,None,70000000,3181000000,1072000000,1625000000,2109000000,2118000000,4806000000,4876000000,2109000000,USD,950932000000,57140000000,57140000000,57140000000,385506000000,None,400140000000,8597000000,8590000000,5370000000,1588000000,3782000000,169759000000,667000000,234149000000,None,None,879276000000,103488000000,None,None,103488000000,74049000000,179403000000,None,410126000000,29439000000,179403000000,484175000000,-259026000000,None,71656000000,42592000000,60723000000,8000000,495210854,USD,3538000000,4040000000,None,None,None,70000000,390000000,None,None,2109000000,-240000000,-2168000000,None,365000000,365000000,None,220000000,220000000,None,None,None,None,-365000000,None,1130000000,None,2109000000
52,2012Q2,104.22380952380954,105.33893492063491,102.77106349206349,103.88587301587302,5457952.380952381,3.92,3.55,0.37,10.4225,USD,-6827000000,6627000000,5212000000,3129000000,-10149000000,3246000000,None,4972000000,None,-1615000000,3055000000,1650000000,None,None,None,76000000,1415000000,453000000,1650000000,962000000,963000000,3065000000,3141000000,962000000,USD,948638000000,58910000000,58910000000,58910000000,387196000000,None,401884000000,8616000000,8820000000,5400000000,1621000000,3779000000,168188000000,672000000,56685000000,None,None,875783000000,92031000000,None,None,92031000000,65138000000,176338000000,None,401788000000,26893000000,176338000000,466926000000,-254876000000,None,72855000000,44092000000,61412000000,8000000,480990890,USD,940000000,1680000000,None,None,None,76000000,152000000,None,None,962000000,-941000000,-2651000000,None,1501000000,1501000000,None,273000000,273000000,None,None,None,None,249000000,None,1775000000,None,962000000
53,2012Q3,104.68090476190476,105.85885238095237,103.82347777777778,104.96349206349205,4103965.0793650793,1.78,1.16,0.62,53.4483,USD,-7656000000,10144000000,6053000000,3892000000,-11704000000,3988000000,None,5689000000,None,836000000,2629000000,1793000000,7515000000,None,None,396000000,2298000000,786000000,1641000000,1512000000,1636000000,4091000000,4487000000,1512000000,USD,949207000000,63640000000,63639000000,63640000000,415293000000,None,429577000000,-9020000000,9020000000,5296000000,1533000000,3763000000,166228000000,518000000,1000000,None,None,875520000000,96896000000,None,None,96896000000,68321000000,176221000000,None,402813000000,28575000000,176221000000,471134000000,-252722000000,None,73687000000,45334000000,62638000000,8000000,471430795,USD,1482000000,2150000000,None,None,None,60000000,165000000,None,None,1512000000,-336000000,4049000000,None,1250000000,1250000000,None,286000000,286000000,None,None,None,500000000,-750000000,None,4726000000,None,1512000000
54,2012Q4,120.48370967741936,121.89870161290322,119.44509677419354,120.68658225806452,4112398.3870967743,2.85,2.12,0.73,34.434,USD,-6541000000,11127000000,4923000000,13819000000,-9357000000,2684000000,None,4479000000,None,973000000,2864000000,1891000000,8263000000,None,None,500000000,4313000000,1421000000,1657000000,2892000000,3081000000,6204000000,6704000000,2892000000,USD,938555000000,72670000000,72669000000,72670000000,407011000000,None,420780000000,-9050000000,9050000000,5099000000,1397000000,3702000000,137346000000,453000000,1000000,136893000000,None,862839000000,203556000000,None,None,203556000000,67349000000,176270000000,None,399470000000,25344000000,176270000000,577682000000,-261834000000,593400000000,75716000000,46850000000,65223000000,8000000,465148387,USD,2961000000,1380000000,None,None,996000000,132000000,254000000,None,None,2892000000,-2217000000,8286000000,None,1524000000,1524000000,None,307000000,307000000,None,None,None,837000000,-687000000,None,9030000000,None,2892000000
55,2013Q1,147.12883333333332,148.61068333333333,145.82570333333334,147.38433333333333,4570830.0,5.6,3.78,1.82,48.1481,USD,4972000000,11773000000,4557000000,4557000000,5056000000,4466000000,None,2160000000,None,925000000,None,1683000000,9165000000,2608000000,None,302000000,3373000000,1113000000,None,2260000000,2245000000,5056000000,5358000000,2260000000,USD,959223000000,187141000000,63333000000,63333000000,387393000000,None,400491000000,7960000000,None,4683000000,4683000000,4683000000,None,387393000000,41044000000,172041000000,None,881995000000,244507000000,None,None,None,40980000000,244507000000,None,167008000000,None,None,238449000000,-244507000000,612834000000,77228000000,-48347000000,67164000000,8000000,509799994,USD,-5698000000,1960000000,None,None,None,42000000,171000000,None,20028000000,2260000000,-953000000,-2685000000,None,None,1525000000,None,319000000,319000000,None,None,None,None,-1525000000,None,-9336000000,None,2260000000
56,2013Q2,152.3968734375,154.1895453125,150.74770625,152.514375,3864345.3125,4.29,3.88,0.41,10.567,USD,-7589000000,10449000000,5967000000,3913000000,-11644000000,4025000000,None,5727000000,None,826000000,2663000000,1837000000,7786000000,2663000000,None,266000000,2645000000,714000000,1672000000,1931000000,1556000000,4482000000,4748000000,1931000000,USD,938456000000,72398000000,72398000000,72398000000,356161000000,None,369080000000,-8820000000,8820000000,4494000000,795000000,3699000000,175172000000,374000000,51930000000,174798000000,None,860413000000,188500000000,None,None,188500000000,164766000000,169717000000,None,383982000000,23734000000,169717000000,548748000000,-270732000000,601642000000,78043000000,49949000000,68783000000,8000000,450480540,USD,1934000000,1370000000,None,None,-16043000000,30000000,158000000,None,36071000000,1931000000,-707000000,-1560000000,None,1600000000,1600000000,None,312000000,312000000,None,None,None,0,-609000000,None,9065000000,None,1931000000
57,2013Q3,161.06359375,162.340378125,159.6469765625,160.9928125,3065298.4375,3.7,2.82,0.88,31.2057,USD,2167000000,8280000000,4555000000,2587000000,-1230000000,2701000000,None,4955000000,None,840000000,2398000000,1558000000,5882000000,None,None,280000000,2167000000,650000000,1558000000,1517000000,1500000000,3725000000,4005000000,1517000000,USD,923223000000,65478000000,65478000000,65478000000,324257000000,None,337858000000,-8860000000,8860000000,4458000000,756000000,3702000000,356418000000,422000000,53875000000,175095000000,None,845607000000,98633000000,None,None,79599000000,58499000000,175875000000,None,32841000000,21100000000,175875000000,91340000000,-260372000000,357994000000,77616000000,51598000000,69975000000,8000000,441499049,USD,1517000000,1350000000,None,None,-29449000000,47000000,169000000,None,65520000000,1517000000,1055000000,606000000,None,1650000000,1650000000,None,325000000,325000000,None,None,None,0,-1650000000,None,-6920000000,None,1517000000
58,2013Q4,164.666796875,166.0487515625,163.6259265625,164.93640625,2941393.75,2.88,2.43,0.45,18.5185,USD,3552000000,10372000000,5230000000,4851000000,-243000000,2860000000,None,5385000000,None,801000000,2391000000,1590000000,7981000000,None,None,474000000,3552000000,1220000000,1590000000,2332000000,2408000000,5142000000,5616000000,2332000000,USD,911124000000,61133000000,78867000000,61133000000,339121000000,None,353110000000,9196000000,9040000000,4376000000,671000000,3705000000,336388000000,417000000,211403000000,164566000000,None,833040000000,214536000000,None,None,195791000000,170479000000,168489000000,None,218303000000,25312000000,168489000000,388782000000,-266747000000,352944000000,78467000000,53015000000,71961000000,8000000,446359012,USD,2280000000,1010000000,None,None,14441000000,86000000,208000000,None,51079000000,2332000000,-548000000,-3712000000,None,1400000000,1400000000,None,346000000,346000000,None,None,None,0,-1400000000,None,-4345000000,None,2332000000
59,2014Q1,168.42393442622952,169.78425081967214,167.02265573770492,168.18704918032788,3400277.049180328,4.6,4.22,0.38,9.0047,USD,3021000000,10885000000,6307000000,4221000000,-2140000000,4349000000,None,6718000000,None,1037000000,2594000000,1557000000,8291000000,None,None,390000000,3021000000,988000000,1557000000,2033000000,1997000000,4578000000,4968000000,2033000000,USD,915665000000,58858000000,58858000000,58858000000,332533000000,None,346360000000,-9290000000,9290000000,4486000000,780000000,3706000000,332878000000,397000000,60180000000,190735000000,None,836566000000,189145000000,None,None,170803000000,144271000000,172499000000,None,38976000000,26532000000,172499000000,183247000000,-292918000000,327741000000,79099000000,54726000000,73646000000,8000000,448032463,USD,-4221000000,2260000000,None,None,-6645000000,48000000,164000000,None,6645000000,2033000000,-162000000,5149000000,None,1719000000,1719000000,None,348000000,348000000,None,None,None,0,-1719000000,None,-2275000000,None,2033000000
60,2014Q2,161.34936507936507,162.4134349206349,160.11673015873015,161.36396825396827,2825765.0793650793,4.02,3.45,0.57,16.5217,USD,2821000000,10704000000,6304000000,4129000000,-2153000000,4251000000,None,6553000000,None,1000000000,2579000000,1579000000,8125000000,None,None,294000000,2821000000,784000000,1579000000,2037000000,2002000000,4400000000,4694000000,2037000000,USD,859914000000,56983000000,56983000000,56983000000,345806000000,None,13758000000,8884000000,9510000000,4469000000,762000000,3707000000,277866000000,405000000,40668000000,164719000000,None,778285000000,149639000000,None,None,140199000000,112751000000,173458000000,None,42151000000,27448000000,173458000000,154902000000,-276010000000,291382000000,81629000000,55975000000,75340000000,8000000,440734836,USD,2037000000,1000000000,None,None,11176000000,38000000,189000000,None,None,2037000000,-1523000000,1206000000,None,1250000000,1250000000,None,343000000,343000000,None,None,None,0,730000000,None,-1875000000,None,2037000000
61,2014Q3,175.46875,176.76680625,174.4944328125,175.730625,2470734.265625,4.1,3.05,1.05,34.4262,USD,3810000000,9635000000,5082000000,3013000000,-43000000,3552000000,None,3853000000,None,1049000000,2297000000,1248000000,7338000000,None,None,301000000,3305000000,1064000000,1248000000,2241000000,2193000000,4553000000,4854000000,2241000000,USD,868531000000,54150000000,54150000000,54150000000,325326000000,None,338785000000,-9080000000,9080000000,4386000000,680000000,3706000000,172763000000,391000000,44190000000,172372000000,None,786658000000,137185000000,None,None,130848000000,101935000000,172357000000,None,222563000000,28913000000,172357000000,324498000000,-286486000000,291809000000,82275000000,57221000000,77227000000,9000000,435734150,USD,2241000000,2190000000,None,None,-17759000000,91000000,155000000,None,13228000000,2241000000,-8906000000,9844000000,None,1250000000,1250000000,None,354000000,354000000,None,None,None,0,-1250000000,None,-2833000000,None,2241000000
62,2014Q4,187.91609375,189.3325765625,186.5551421875,187.93796875,3021235.484375,4.57,3.21,1.36,42.3676,USD,3042000000,8861000000,4478000000,4205000000,-386000000,3054000000,None,3428000000,None,961000000,2134000000,1173000000,6727000000,None,None,352000000,3210000000,1044000000,884000000,2166000000,2066000000,4383000000,4735000000,2166000000,USD,855842000000,57600000000,75025000000,57600000000,312248000000,None,326112000000,-8980000000,8980000000,4160000000,515000000,3645000000,161082000000,360000000,179654000000,160722000000,None,773045000000,123904000000,None,None,118334000000,60099000000,174820000000,None,221431000000,25126000000,174551000000,314639000000,-273672000000,280913000000,82797000000,58468000000,78984000000,9000000,430259102,USD,17576000000,980000000,None,None,-14319000000,40000000,170000000,12328000000,27547000000,2166000000,-4318000000,2800000000,None,1250000000,1250000000,None,409000000,409000000,None,None,None,0,-1250000000,None,3141000000,None,2166000000
63,2015Q1,185.83262295081968,187.59175409836064,184.35344426229508,185.99786885245902,2696116.7213114756,4.38,4.32,0.06,1.3889,USD,4234000000,11793000000,6683000000,4663000000,-1260000000,5275000000,None,5494000000,None,859000000,2035000000,1176000000,9758000000,None,None,219000000,3934000000,1090000000,1142000000,2844000000,2816000000,5110000000,5329000000,2844000000,USD,865045000000,63129000000,63129000000,63129000000,325938000000,None,340674000000,-8600000000,8600000000,4186000000,541000000,3645000000,167023000000,350000000,42323000000,166673000000,None,780331000000,122568000000,None,None,115832000000,90221000000,173441000000,None,219834000000,25611000000,173441000000,310055000000,-281988000000,276462000000,85127000000,59698000000,81455000000,9000000,432093034,USD,-10145000000,1770000000,None,726000000,13266000000,43000000,302000000,5733000000,None,2844000000,-4263000000,3073000000,None,1250000000,1250000000,None,373000000,373000000,None,None,None,0,-1250000000,None,5529000000,None,2844000000
64,2015Q2,203.5184126984127,204.91973809523807,202.28674761904762,203.76126984126984,2544570.619047619,5.94,4.26,1.68,39.4366,USD,2059000000,10556000000,7343000000,3995000000,-2864000000,4658000000,None,4923000000,None,663000000,2150000000,1487000000,8406000000,None,None,265000000,1726000000,678000000,1487000000,1048000000,911000000,3213000000,3478000000,1048000000,USD,859454000000,60845000000,60845000000,60845000000,303463000000,None,319516000000,-8230000000,8230000000,4166000000,521000000,3645000000,178265000000,287000000,35340000000,177978000000,None,772225000000,93640000000,None,None,86378000000,58625000000,181964000000,None,232240000000,27753000000,181964000000,290865000000,-264737000000,275576000000,87654000000,59940000000,82072000000,9000000,432768039,USD,1048000000,740000000,None,-8505000000,-20406000000,27000000,396000000,None,7140000000,1048000000,-7153000000,12720000000,None,245000000,245000000,None,431000000,431000000,None,None,None,0,1748000000,None,-2284000000,None,1048000000
65,2015Q3,196.69109375,198.0312171875,194.468253125,196.07515625,3023186.765625,4.75,3.89,0.86,22.108,USD,2343000000,8138000000,4815000000,2533000000,-1051000000,3172000000,None,3394000000,None,842000000,2119000000,1277000000,6019000000,None,None,222000000,2046000000,620000000,1277000000,1426000000,1423000000,3323000000,3545000000,1426000000,USD,880559000000,65575000000,65575000000,65575000000,290487000000,None,306602000000,-8300000000,8300000000,4168000000,516000000,3652000000,232082000000,276000000,58168000000,173315000000,None,792856000000,83686000000,None,None,80167000000,55511000000,186859000000,None,234137000000,24656000000,186859000000,289648000000,-278289000000,274062000000,87703000000,60992000000,83105000000,9000000,427904332,USD,1426000000,1580000000,None,1026000000,-11226000000,28000000,507000000,None,18366000000,1426000000,-3331000000,6763000000,None,1050000000,1050000000,None,393000000,393000000,None,None,None,0,-1050000000,None,4730000000,None,1426000000
66,2015Q4,185.853125,187.56891875,184.08751875000002,185.87171874999999,2888480.828125,2.9,2.91,-0.01,-0.3436,USD,1552000000,8721000000,6120000000,13450000000,-1653000000,2920000000,None,3205000000,None,700000000,2148000000,1448000000,6573000000,None,None,285000000,1072000000,307000000,1448000000,-39858000000,958000000,2520000000,2805000000,765000000,USD,861395000000,75110000000,93439000000,75110000000,293940000000,None,308302000000,-7770000000,7770000000,4148000000,491000000,3657000000,172357000000,258000000,177743000000,172099000000,None,774667000000,86007000000,None,None,82393000000,57020000000,185942000000,None,60311000000,25373000000,185942000000,117331000000,-267382000000,262997000000,86728000000,62640000000,83386000000,9000000,419480736,USD,-54196000000,730000000,None,-10082000000,3894000000,34000000,628000000,None,14472000000,-39858000000,-3827000000,6562000000,None,1590000000,1590000000,None,484000000,484000000,None,None,None,0,-1590000000,None,10439000000,None,765000000
67,2016Q1,154.91213114754098,156.68559016393442,152.74791147540984,154.65262295081968,5124116.7049180325,4.68,3.53,1.15,32.5779,USD,2144000000,7803000000,4663000000,2845000000,-1541000000,3446000000,None,3685000000,None,883000000,2348000000,1465000000,5455000000,None,None,239000000,1576000000,441000000,1465000000,1135000000,1070000000,3041000000,3280000000,1135000000,USD,878036000000,79169000000,97951000000,79169000000,286902000000,None,301887000000,-7950000000,7950000000,4136000000,477000000,3659000000,241511000000,237000000,58287000000,180603000000,None,791199000000,94945000000,None,None,90518000000,61840000000,191185000000,None,242526000000,28678000000,191185000000,304366000000,-272778000000,264634000000,86837000000,64178000000,83990000000,9000000,417572204,USD,17077000000,2250000000,None,11697000000,-9599000000,47000000,573000000,None,9599000000,1135000000,-3140000000,11136000000,None,1556000000,1556000000,None,387000000,387000000,None,None,None,655000000,-901000000,None,4512000000,None,1135000000
