,Quarter,1. open,2. high,3. low,4. close,5. volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y
15,2020Q2,48.953809523809525,51.37298412698413,46.97420634920635,49.23746031746032,489668.15873015876,0.04,0.01,0.03,300,USD,19356000,39049000,19693000,144000,7336000,6799000,5221000,12020000,320000,-228000,320000,228000,39049000,149000,189000,229000,1778000,1859000,228000,496000,-872000,2006000,2235000,-81000,USD,257402000,205880000,86397000,86397000,49772000,66554000,31162000,3956000,3447000,329000,329000,None,20360000,20360000,None,3157000,16466000,106417000,96516000,27986000,9254000,25772000,25772000,9901000,4648000,None,25772000,None,25772000,32173000,6584000,89907000,None,17131000,2000,18050841,USD,-14480000,425000,None,9681000,30896000,189000,1466000,24160000,4699000,496000,-31034000,20856000,20158000,0,0,None,None,None,None,0,None,None,698000,None,260000,None,-81000
16,2020Q3,85.1008296875,87.9798,82.153646875,85.21609375,454856.5625,0.1,0.06,0.04,66.6667,USD,20341000,47665000,27324000,36000,7506000,8492000,4343000,12835000,179000,-272000,179000,272000,47665000,-1759000,195000,333000,6880000,-1747000,272000,10020000,13079000,7152000,7485000,8627000,USD,296619000,251777000,92203000,116091000,64182000,65973000,28978000,5974000,3751000,335000,335000,None,6580000,6580000,23888000,5531000,8008000,105901000,96267000,35639000,8830000,28327000,28327000,9634000,4568000,None,28327000,None,28327000,22083000,6454000,126942000,None,25758000,2000,18201943,USD,2615000,457000,None,10154000,14272000,195000,2080000,-658000,12732000,10020000,-3501000,3261000,1943000,0,0,None,None,None,None,0,None,None,1318000,None,9758000,None,8627000
17,2020Q4,76.7263828125,79.1549765625,74.1182546875,76.75234375,277760.046875,0.14,0.12,0.02,16.6667,USD,19674000,45562000,25888000,118000,5432000,8364000,5878000,14242000,63000,-371000,63000,371000,45538000,-2444000,257000,281000,5731000,-2798000,371000,9198000,12348000,6102000,6383000,8529000,USD,341257000,260656000,71766000,100005000,88639000,66120000,64615000,8192000,3745000,554000,554000,None,6340000,6340000,28239000,5892000,40496000,133087000,102908000,35603000,19231000,27738000,26147000,30179000,4297000,19570000,1591000,17979000,45717000,18836000,8034000,141150000,None,34287000,2000,18559449,USD,-5511000,839000,None,6106000,19693000,257000,1871000,-2120000,22406000,9198000,-35297000,18276000,-1848000,0,0,None,555000,555000,None,0,19699000,None,554000,None,-22532000,None,8529000
18,2021Q1,99.63459016393443,103.21625409836065,95.1279655737705,99.16770491803278,354524.59016393445,0.1,0.09,0.01,11.1111,USD,18045000,43732000,25687000,142000,3450000,9091000,5504000,14595000,49000,-189000,49000,189000,43706000,469000,439000,546000,2700000,-2770000,189000,5822000,4573000,2889000,3435000,5470000,USD,371819000,286552000,78796000,105799000,103226000,71610000,69106000,8772000,4049000,602000,602000,None,6632000,6632000,27003000,5917000,40475000,156572000,128035000,44721000,33983000,25088000,23490000,28537000,5349000,17444000,1598000,17444000,23490000,21990000,6639000,148311000,None,39757000,2000,18786870,USD,10742000,783000,None,25815000,21790000,439000,1578000,6452000,15276000,5822000,-1578000,-1380000,-2757000,0,0,None,555000,555000,None,0,0,None,1377000,None,7784000,None,5470000
19,2021Q2,82.33873015873016,84.70434603174604,80.05528730158731,82.40079365079364,281204.20634920633,0.12,0.07,0.05,71.4286,USD,21680000,53864000,32184000,117000,4331000,9416000,7933000,17349000,31000,-194000,31000,194000,53864000,-897000,467000,485000,6582000,15000,194000,7334000,8537000,6776000,7261000,6567000,USD,418958000,329361000,70209000,101466000,136852000,82090000,72949000,8985000,4681000,630000,630000,None,7006000,7006000,31257000,8953000,43434000,189402000,162058000,67031000,46193000,23961000,22162000,27344000,5209000,20516000,1799000,18717000,42678000,22436000,4557000,160823000,None,46324000,2000,19123659,USD,-10501000,734000,None,29045000,46517000,467000,1206000,8437000,32156000,7334000,-1206000,2051000,-1567000,0,0,None,None,None,None,0,1548000,None,2640000,None,7067000,None,6567000
20,2021Q3,91.525625,94.555075,88.990515625,91.7609375,404954.6875,0.06,0.1,-0.04,-40,USD,29685000,67013000,37328000,144000,11795000,10034000,7856000,17890000,33000,-191000,33000,191000,67013000,-255000,501000,566000,9889000,-266000,191000,11150000,9984000,10080000,10646000,10155000,USD,469509000,377347000,64517000,95255000,176609000,97952000,75198000,10005000,5120000,556000,556000,None,7408000,7408000,30219000,7531000,44243000,227002000,195207000,92825000,55084000,17552000,15201000,31795000,4599000,25431000,2351000,23080000,40632000,27266000,5303000,173016000,None,56479000,2000,19422546,USD,-4063000,737000,None,39631000,56077000,501000,2693000,16473000,40181000,11150000,-2693000,-976000,-6900000,0,0,None,None,None,None,0,5391000,None,932000,None,10914000,None,10155000
21,2021Q4,95.4800125,97.5487328125,92.4691015625,94.84734375,290562.625,0.19,0.13,0.06,46.1538,USD,45446000,95142000,49696000,158000,19126000,13406000,12914000,26320000,392000,-191000,392000,191000,95142000,52000,692000,756000,18720000,3155000,191000,18615000,18915000,18911000,19667000,15565000,USD,1052179000,952934000,562548000,592565000,218116000,125614000,76884000,14042000,5900000,477000,477000,None,12694000,12694000,29498000,16639000,45017000,240514000,205939000,93451000,56004000,12001000,9591000,34575000,4182000,25367000,2410000,22957000,34958000,34271000,8447000,676204000,None,63732000,6000,19532885,USD,-36271000,971000,None,15223000,75571000,891000,4235000,25764000,40043000,18615000,-5803000,539071000,-5925000,0,0,None,None,None,None,0,117000,None,301000,None,496997000,None,15565000
22,2022Q1,71.5066129032258,73.9130435483871,68.7833064516129,71.30370967741935,387750.70967741933,0.27,0.21,0.06,28.5714,USD,19686000,42186000,22500000,34000,-9306000,11646000,17346000,28992000,1805000,-261000,1805000,261000,42186000,237000,1083000,1213000,-9797000,-4011000,261000,-7443000,-3916000,-9536000,-8323000,-5786000,USD,1087372000,904977000,379792000,406083000,271538000,131560000,160068000,57680000,6837000,748000,748000,None,12666000,91416000,25772000,21771000,3559000,278598000,244449000,108494000,84735000,12041000,9600000,34149000,4028000,24785000,2441000,22344000,34385000,37103000,8545000,674386000,None,66258000,6000,58827390,USD,-27729000,1083000,None,35384000,62814000,1213000,3584000,5177000,52503000,-7443000,-156359000,28000,0,0,0,None,None,None,None,0,0,None,724000,None,-184060000,None,-5786000
23,2022Q2,15.458467741935483,16.026620967741934,14.925077419354839,15.404838709677419,883788.0806451613,-0.01,0.01,-0.02,-200,USD,44157000,104395000,60238000,4000,20035000,12755000,11367000,24122000,2144000,645000,951000,306000,104395000,2505000,None,1342000,19915000,7679000,306000,16748000,-21376000,20221000,21563000,12236000,USD,1071524000,900628000,324344000,347610000,288080000,172356000,149192000,57266000,7614000,661000,661000,None,12612000,12612000,23894000,22552000,2520000,284379000,252733000,93902000,97371000,7226000,4898000,31646000,3478000,22970000,2328000,20642000,27868000,52460000,8063000,655005000,None,70182000,6000,59177643,USD,-33568000,1229000,None,20903000,81847000,1342000,2125000,51418000,28359000,16748000,6120000,-4999000,-4921000,0,0,None,None,None,None,0,0,None,26000,None,-32447000,None,12236000
24,2022Q3,16.3265625,16.670109375,15.8237484375,16.2615625,694505.96875,0.22,0.05,0.17,340,USD,65967000,133709000,67742000,1157000,31636000,18653000,15678000,34331000,2016000,510000,929000,419000,133709000,7207000,None,1549000,31474000,10470000,419000,27076000,-14283000,31893000,33442000,21004000,USD,1147666000,971242000,336275000,350439000,327792000,203539000,167877000,66470000,8511000,873000,873000,None,37246000,18538000,14164000,23296000,2373000,373568000,345602000,92325000,141521000,52948000,50688000,27966000,2647000,21070000,2260000,18810000,71758000,57488000,6660000,643015000,None,91186000,6000,59360790,USD,-100000,938000,None,60034000,93179000,897000,13787000,41554000,52914000,27076000,-8674000,41407000,41915000,0,0,None,None,None,None,0,0,None,400000,None,32633000,None,21004000
25,2022Q4,8.522698412698412,8.854255555555556,8.178146031746031,8.474761904761904,1017143.619047619,0.45,0.24,0.21,87.5,USD,53805000,108542000,54737000,1052000,16670000,19300000,17835000,37135000,2775000,335000,1004000,669000,108554000,-6634000,None,1262000,14469000,2660000,669000,14183000,29183000,15138000,16400000,11809000,USD,1235500000,963806000,247951000,268160000,393172000,212553000,263002000,82875000,10047000,1255000,1255000,None,55585000,17459000,20209000,19429000,50265000,423329000,396214000,101735000,157947000,58326000,56004000,27115000,2489000,21009000,2322000,18687000,77013000,76824000,7321000,674856000,None,94426000,6000,59572215,USD,-797000,36988000,None,28796000,53287000,1558000,73024000,-2163000,59538000,14183000,-106757000,9435000,9786000,0,0,None,None,None,None,0,0,None,164000,None,-98119000,None,11809000
26,2023Q1,11.526693548387096,11.87215,11.209027419354838,11.56516129032258,877602.3548387097,0.19,0.14,0.05,35.7143,USD,39986000,74256000,34270000,306000,8862000,17095000,14029000,31124000,1785000,280000,975000,695000,74256000,-1418000,None,1714000,10024000,2879000,695000,8963000,14924000,10719000,12433000,7145000,USD,1312751000,993811000,260387000,273120000,473299000,222308000,310179000,149904000,11697000,1233000,1233000,None,72117000,17265000,12733000,73995000,3479000,480046000,450211000,116558000,184853000,59114000,56745000,29835000,7408000,20614000,2369000,18245000,77359000,86673000,7195000,691927000,None,101410000,6000,59736764,USD,-30494000,1465000,None,48847000,91179000,1714000,15050000,7875000,79942000,8963000,49129000,-1455000,0,0,0,None,None,None,None,0,0,None,241000,None,17180000,None,7145000
27,2023Q2,10.55258064516129,10.83298064516129,10.259575806451613,10.533709677419356,572846.0806451613,0.15,0.0808,0.0692,85.6436,USD,68639000,144577000,75938000,2919000,30430000,18145000,20064000,38209000,2346000,288000,937000,649000,144577000,3724000,None,2241000,34463000,7638000,649000,33597000,-2324000,35112000,37353000,26825000,USD,1316914000,996832000,257420000,263795000,471094000,200745000,311792000,159013000,13100000,2107000,2107000,None,73711000,16122000,6375000,33082000,3388000,483531000,456299000,None,200535000,57215000,53976000,27232000,7809000,19138000,3239000,15899000,73114000,88646000,6566000,691954000,None,124284000,6000,59898149,USD,6254000,-121000,None,24197000,47191000,2241000,7868000,29007000,16797000,33597000,-2488000,4869000,0,0,0,None,None,None,None,0,0,None,4284000,None,8635000,None,26825000
28,2023Q3,14.867142857142857,15.27439523809524,14.484455555555556,14.867619047619048,857995.0793650794,0.48,0.12,0.36,300,USD,88514000,168569000,80055000,1807000,33173000,29190000,26151000,55341000,2152000,227000,867000,640000,168569000,-2150000,None,2066000,26397000,718000,640000,30994000,27241000,27037000,29103000,25679000,USD,1410248000,1115894000,207101000,228945000,507431000,248477000,286055000,190882000,15123000,2163000,2163000,None,114761000,22306000,21844000,94915000,3851000,532118000,481951000,None,196140000,40628000,33911000,50167000,7184000,46470000,6717000,39753000,80381000,105632000,6106000,729050000,None,152306000,7000,60219218,USD,-17877000,899000,None,19686000,78512000,2023000,28228000,40924000,39149000,30994000,-48782000,3599000,-20416000,0,0,None,None,None,None,0,0,None,765000,None,None,None,25679000
