,Quarter,1. open,2. high,3. low,4. close,5. volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y
62,2014Q4,19.489375,19.709375,19.256075,19.48359375,6058678.140625,0.008,0.007,0.001,14.2857,post-market,USD,677000000,1225000000,548000000,548684000,213000000,123000000,340000000,463000000,7422000,-11542000,-542000,11000000,None,0,None,56000000,209000000,36000000,11542000,172967000,178000000,220000000,276000000,173000000,USD,6885869000,5341109000,395000000,4240797000,408081000,None,1544760000,566601000,None,884480000,241301000,643179000,None,None,3846114000,93679000,None,2681276000,933907000,328097000,240829000,None,315049000,1747369000,14977000,1377259000,None,None,1707285000,32126000,355133000,4204593000,3390985000,3801966000,752000,547789000,USD,216000000,-3722000,None,50119000,111879000,26359000,39741000,92982000,21000000,172967000,-15000000,-321000000,None,310000000,310000000,None,46100000,46072000,None,31000000,None,None,-310000000,None,-120000000,None,173000000
63,2015Q1,21.26360655737705,21.494967213114755,21.00709836065574,21.269590163934424,6411098.491803279,0.009,0.007,0.002,28.5714,post-market,USD,699000000,1251000000,552000000,550911000,231000000,119000000,349000000,468000000,8129000,-11594000,-594000,11000000,None,0,None,54000000,227000000,34000000,11594000,699603000,192000000,238000000,292000000,193000000,USD,7201000000,5713000000,497000000,4623339000,483000000,None,1488071000,557000000,622000000,840000000,222000000,618000000,None,None,4126685000,91000000,91000000,2783000000,896000000,293000000,400573000,None,142073000,1887356000,14086000,1384000000,1398000000,None,1540501000,167999000,489000000,4418000000,3395000000,3949000000,1000000,544913000,USD,443000000,23920000,None,-54439000,-13699000,169532000,31045000,-89405000,75000000,699603000,-318000000,-23000000,None,4000000,3600000,None,46000000,46217000,None,None,None,0,-3600000,None,102000000,None,193000000
64,2015Q2,21.655238095238094,21.923396825396825,21.439490476190475,21.69222222222222,7678527.73015873,0.006,0.006,0,0,post-market,USD,653000000,1151000000,498000000,498000000,176000000,138000000,339000000,477000000,9000000,-12000000,None,12000000,None,-1000000,None,54000000,172000000,38000000,12000000,134000000,135000000,184000000,238000000,134000000,USD,7291000000,5832000000,464000000,4792000000,438000000,None,1459000000,547000000,None,823000000,205000000,618000000,None,None,4328000000,89000000,None,2735000000,883000000,222000000,42000000,None,136000000,1852000000,13000000,1391000000,None,None,1540000000,148000000,448000000,4556000000,3476000000,4037000000,1000000,549000000,USD,246000000,6000000,None,-9000000,-46000000,26000000,30000000,-18000000,-45000000,134000000,-235000000,-44000000,None,53000000,53000000,None,46000000,46000000,None,50000000,None,None,-53000000,None,-33000000,None,134000000
65,2015Q3,21.60078125,21.9117171875,21.32605,21.629921875,8365017.640625,0.004,0.003,0.001,33.3333,post-market,USD,634000000,1153000000,519000000,519000000,76000000,149000000,320000000,558000000,9000000,-12000000,None,12000000,None,-1000000,None,49000000,72000000,46000000,12000000,26000000,19000000,84000000,133000000,26000000,USD,6979000000,5608000000,435000000,4505000000,441000000,None,1371000000,497000000,None,808000000,190000000,618000000,None,None,4070000000,66000000,None,2794000000,936000000,277000000,1000000,None,192000000,1858000000,12000000,1399000000,None,None,1603000000,146000000,447000000,4185000000,3765000000,4010000000,1000000,541000000,USD,163000000,39000000,None,56000000,58000000,26000000,24000000,59000000,3000000,26000000,247000000,-439000000,None,400000000,400000000,None,52000000,53000000,None,14000000,None,None,-399000000,None,-29000000,None,26000000
66,2015Q4,30.0575,30.439890625,29.727320312499998,30.13296875,8213533.265625,0.011,0.006,0.005,83.3333,post-market,USD,733000000,1305000000,572000000,571000000,245000000,152000000,329000000,489000000,9000000,-12000000,None,12000000,None,3000000,None,48000000,246000000,-1000000,12000000,246000000,246000000,258000000,306000000,247000000,USD,7174000000,5834000000,471000000,4728000000,425000000,None,1340000000,477000000,None,790000000,172000000,618000000,None,None,4257000000,73000000,None,2709000000,855000000,295000000,1000000,None,163000000,1854000000,11000000,1406000000,None,None,1580000000,168000000,437000000,4465000000,3912000000,4204000000,1000000,542000000,USD,255000000,7000000,None,-81000000,17000000,25000000,17000000,22000000,-17000000,246000000,-199000000,-20000000,None,0,0,None,53000000,53000000,None,35000000,None,None,35000000,None,36000000,None,247000000
67,2016Q1,30.482295081967216,30.935362295081966,30.010473770491803,30.50672131147541,9716433.098360656,0.009,0.008,0.001,12.5,post-market,USD,791000000,1401000000,610000000,610000000,252000000,161000000,344000000,539000000,11000000,-12000000,None,12000000,None,3000000,None,46000000,253000000,46000000,12000000,791000000,202000000,265000000,311000000,207000000,USD,7370000000,6053000000,596000000,5037000000,418000000,None,1317000000,466000000,634000000,784000000,166000000,618000000,None,None,4441000000,67000000,67000000,2814000000,2351000000,296000000,366000000,None,1500000000,463000000,10000000,0,1413000000,0,1510000000,320000000,453000000,4469000000,4048000000,4350000000,1000000,539000000,USD,511000000,39000000,None,-74000000,-47000000,148000000,15000000,-31000000,-7000000,791000000,-213000000,-173000000,None,135000000,135000000,None,61000000,61000000,None,0,0,0,-114000000,None,125000000,None,207000000
68,2016Q2,41.125,41.6391734375,40.7294078125,41.24890625,9883577.46875,0.008,0.008,0,0,post-market,USD,751000000,1305000000,554000000,554000000,245000000,159000000,346000000,506000000,12000000,-12000000,None,12000000,0,-4000000,None,45000000,241000000,33000000,12000000,-33000000,213000000,253000000,298000000,208000000,USD,7108000000,5790000000,547000000,547000000,394000000,None,1318000000,479000000,None,773000000,155000000,618000000,None,None,4207000000,66000000,None,2833000000,2377000000,320000000,None,None,1500000000,456000000,9000000,9000000,1421000000,None,1509000000,286000000,447000000,4196000000,4508000000,4484000000,1000000,537000000,USD,319000000,16000000,None,25000000,12000000,25000000,55000000,17000000,-23000000,-33000000,176000000,-544000000,None,500000000,500000000,None,62000000,62000000,None,20000000,None,None,-500000000,None,-49000000,None,208000000
69,2016Q3,58.89890625,59.568121875,58.258203125,59.06859375,9836304.140625,0.01,0.009,0.001,11.1111,post-market,USD,826000000,1428000000,602000000,602000000,317000000,157000000,350000000,509000000,12000000,-12000000,None,12000000,0,0,None,47000000,317000000,56000000,12000000,253000000,263000000,329000000,376000000,261000000,USD,7461000000,6156000000,426000000,4879000000,521000000,644000000,1241000000,485000000,None,756000000,138000000,618000000,4510000000,None,4453000000,64000000,None,2909000000,2407000000,423000000,1000000,None,1500000000,967000000,8000000,1356000000,1428000000,None,1356000000,305000000,494000000,4480000000,4608000000,4675000000,1000000,534000000,USD,201000000,0,None,21000000,247000000,25000000,32000000,121000000,127000000,253000000,-269000000,-52000000,None,9000000,9000000,None,62000000,62000000,None,20000000,0,0,31000000,None,-121000000,None,261000000
70,2016Q4,83.39864761904762,84.89343333333333,81.96286984126984,83.59666666666666,14841767.873015873,0.021,0.014,0.007,50,post-market,USD,1183000000,2004000000,821000000,821000000,639000000,171000000,373000000,544000000,14000000,-16000000,None,16000000,-15000000,-16000000,None,48000000,621000000,79000000,31000000,542000000,534000000,637000000,685000000,542000000,USD,9612000000,8307000000,1940000000,6671000000,679000000,833000000,1241000000,503000000,None,738000000,120000000,618000000,5371000000,None,4731000000,64000000,None,4243000000,2041000000,523000000,2000000,None,1056000000,404000000,7000000,1982000000,1011000000,None,1982000000,337000000,213000000,5324000000,4783000000,5529000000,1000000,538000000,USD,432000000,0,None,36000000,358000000,23000000,38000000,190000000,157000000,542000000,-327000000,1409000000,None,0,0,None,61000000,61000000,None,None,None,None,-126000000,None,1514000000,None,542000000
71,2017Q1,106.43435483870968,107.89739193548387,104.64132741935484,106.43016129032259,16892727.322580647,0.025,0.021,0.004,19.0476,post-market,USD,1303000000,2173000000,870000000,870000000,733000000,176000000,394000000,570000000,17000000,-19000000,None,19000000,-1000000,-6000000,None,47000000,726000000,71000000,25000000,1303000000,643000000,745000000,792000000,655000000,USD,9841000000,8536000000,1766000000,6798000000,794000000,826000000,1305000000,521000000,670000000,722000000,104000000,618000000,5468000000,None,5032000000,62000000,62000000,4048000000,1788000000,485000000,89000000,None,827000000,518000000,6000000,1983000000,796000000,None,1983000000,422000000,277000000,5762000000,5039000000,6108000000,1000000,585000000,USD,721000000,12000000,None,88000000,97000000,137000000,51000000,-7000000,114000000,1303000000,-373000000,-522000000,None,230000000,230000000,None,76000000,76000000,None,None,0,None,-230000000,None,-174000000,None,655000000
72,2017Q2,127.08460317460317,129.0735380952381,124.74243650793652,127.0452380952381,20423228.206349205,0.02,0.016,0.004,25,post-market,USD,1150000000,1937000000,787000000,787000000,554000000,185000000,411000000,596000000,16000000,-16000000,None,16000000,-14000000,-18000000,None,47000000,536000000,29000000,30000000,507000000,510000000,552000000,599000000,507000000,USD,9410000000,8116000000,1989000000,6206000000,821000000,976000000,1247000000,539000000,None,708000000,90000000,618000000,4217000000,None,4217000000,47000000,None,3271000000,983000000,348000000,5000000,None,222000000,572000000,4000000,1984000000,215000000,None,1984000000,374000000,300000000,6132000000,5297000000,6506000000,1000000,592000000,USD,282000000,2000000,None,-220000000,179000000,16000000,54000000,150000000,27000000,507000000,754000000,-813000000,None,0,0,None,82000000,82000000,None,0,0,0,0,None,223000000,None,507000000
73,2017Q3,166.22531746031746,168.383926984127,163.73834603174603,166.28571428571428,17361916.126984127,0.023,0.017,0.006,35.2941,post-market,USD,1302000000,2230000000,928000000,928000000,688000000,198000000,416000000,614000000,15000000,-15000000,None,15000000,-3000000,-4000000,None,49000000,684000000,101000000,18000000,583000000,586000000,699000000,748000000,583000000,USD,9402000000,8070000000,1988000000,5877000000,855000000,1213000000,1272000000,578000000,None,694000000,76000000,618000000,3889000000,None,3889000000,60000000,None,3427000000,1032000000,431000000,6000000,None,86000000,798000000,3000000,1984000000,2076000000,None,1984000000,443000000,408000000,5973000000,6070000000,7006000000,1000000,597000000,USD,705000000,0,None,166000000,284000000,15000000,54000000,237000000,34000000,583000000,262000000,-968000000,None,758000000,758000000,None,84000000,84000000,None,None,None,None,0,None,-1000000,None,583000000
74,2017Q4,198.98333333333335,200.8859984126984,196.11756984126984,198.68555555555557,13024215.253968254,0.033,0.024,0.009,37.5,post-market,USD,1569000000,2636000000,1067000000,1067000000,895000000,212000000,462000000,674000000,17000000,-15000000,None,15000000,-1000000,-1000000,None,50000000,896000000,58000000,16000000,838000000,836000000,911000000,961000000,838000000,USD,9830000000,8479000000,2802000000,6320000000,857000000,1167000000,1281000000,600000000,None,681000000,63000000,618000000,3518000000,None,3518000000,70000000,None,3477000000,1027000000,511000000,10000000,None,24000000,908000000,1000000,1985000000,23000000,None,1985000000,428000000,464000000,6352000000,6614000000,7760000000,1000000,603000000,USD,1157000000,0,None,66000000,-34000000,13000000,69000000,-45000000,0,838000000,286000000,-629000000,None,151000000,151000000,None,84000000,84000000,None,None,None,None,-151000000,None,814000000,None,838000000
75,2018Q1,235.04983606557377,239.10901639344263,230.56655737704918,234.97688524590166,16136287.836065574,0.039,0.029,0.01,34.4828,post-market,USD,1801000000,2911000000,1110000000,1110000000,1073000000,221000000,507000000,728000000,21000000,-15000000,None,15000000,2911000000,0,None,54000000,1078000000,-40000000,15000000,1801000000,1114000000,1093000000,1147000000,1118000000,USD,11241000000,9255000000,4002000000,7108000000,796000000,1265000000,1986000000,997000000,740000000,670000000,52000000,618000000,3106000000,None,3106000000,319000000,319000000,3770000000,1153000000,596000000,63000000,None,15000000,1245000000,None,1985000000,15000000,None,1985000000,489000000,632000000,7471000000,6650000000,8787000000,1000000,606000000,USD,1358000000,50000000,None,559000000,-10000000,157000000,416000000,98000000,-61000000,1801000000,-24000000,-134000000,None,0,0,None,91000000,91000000,None,None,0,None,0,None,1200000000,None,1118000000
76,2018Q2,243.173125,246.33953125,239.726875,242.99921875,12465180.96875,0.051,0.04,0.011,27.5,post-market,USD,2068000000,3207000000,1139000000,1139000000,1295000000,231000000,542000000,773000000,25000000,-15000000,None,15000000,0,6000000,None,57000000,1311000000,67000000,15000000,1244000000,1239000000,1326000000,1383000000,1244000000,USD,11460000000,9448000000,765000000,7300000000,797000000,1220000000,1739000000,1066000000,None,673000000,55000000,618000000,6535000000,None,6535000000,273000000,None,3743000000,1106000000,623000000,74000000,None,14000000,1287000000,None,1986000000,14000000,None,1986000000,413000000,651000000,7717000000,7755000000,9948000000,1000000,606000000,USD,1445000000,2000000,None,-59000000,-16000000,11000000,118000000,-56000000,2000000,1244000000,-3551000000,-1131000000,None,655000000,655000000,None,91000000,91000000,None,None,None,None,-655000000,None,-3237000000,None,1244000000
77,2018Q3,259.3753968253968,262.7038095238095,256.5904761904762,260.11761904761903,9357746.126984127,0.049,0.044,0.005,11.3636,post-market,USD,1975000000,3123000000,1148000000,1148000000,1157000000,237000000,581000000,818000000,32000000,-14000000,None,14000000,3123000000,5000000,None,58000000,1180000000,79000000,14000000,1101000000,1101000000,1194000000,1252000000,1101000000,USD,12882000000,10831000000,718000000,7943000000,1090000000,1662000000,1831000000,1162000000,None,669000000,51000000,618000000,7225000000,None,7225000000,220000000,None,4087000000,1462000000,800000000,27000000,None,0,1241000000,None,1987000000,14000000,None,1987000000,571000000,638000000,8795000000,7821000000,10957000000,1000000,607000000,USD,913000000,None,None,327000000,741000000,6000000,129000000,442000000,293000000,1101000000,-805000000,-155000000,None,0,0,None,91000000,91000000,None,None,None,None,0,None,-47000000,None,1101000000
78,2018Q4,193.22158730158728,197.24273015873015,187.0804634920635,191.35666666666665,16504564.238095239,0.046,0.047,-0.001,-2.1277,post-market,USD,1921000000,3181000000,1260000000,1260000000,1058000000,258000000,605000000,863000000,37000000,-15000000,None,15000000,3181000000,1000000,None,68000000,1081000000,-149000000,15000000,1230000000,1229000000,1096000000,1164000000,1230000000,USD,13657000000,11386000000,721000000,7591000000,1417000000,2219000000,1959000000,1292000000,None,667000000,49000000,618000000,6870000000,None,6870000000,312000000,None,4182000000,1608000000,902000000,40000000,None,0,1132000000,None,1987000000,3000000,None,1987000000,623000000,587000000,9475000000,8489000000,12096000000,1000000,609000000,USD,487000000,None,None,103000000,906000000,7000000,150000000,557000000,325000000,1230000000,219000000,-703000000,None,200000000,200000000,None,91000000,91000000,None,None,None,None,-200000000,None,3000000,None,1230000000
79,2019Q1,154.74311475409837,157.9762295081967,152.08295081967213,155.23131147540985,16551596.836065574,0.02,0.019,0.001,5.2632,post-market,USD,1207000000,2205000000,998000000,998000000,294000000,266000000,647000000,913000000,42000000,-14000000,None,14000000,2205000000,2000000,None,78000000,325000000,-242000000,14000000,1207000000,578000000,339000000,417000000,567000000,USD,13292000000,10557000000,782000000,7422000000,1575000000,1424000000,2735000000,1404000000,767000000,663000000,45000000,618000000,13964000000,None,6640000000,108000000,108000000,3950000000,1329000000,511000000,138000000,None,0,1233000000,None,1988000000,None,None,1988000000,61000000,633000000,9342000000,9263000000,12565000000,1000000,606000000,USD,898000000,None,None,-160000000,-651000000,238000000,203000000,-794000000,156000000,1207000000,40000000,-877000000,None,724000000,724000000,None,98000000,98000000,None,None,0,None,-724000000,None,61000000,None,567000000
80,2019Q2,165.96492063492065,168.0747111111111,163.53402857142856,165.7522222222222,11451250.841269841,0.022,0.02,0.002,10,post-market,USD,1296000000,2220000000,924000000,924000000,358000000,264000000,674000000,938000000,44000000,-13000000,44000000,13000000,2220000000,0,None,91000000,389000000,-5000000,13000000,394000000,404000000,402000000,493000000,394000000,USD,14021000000,10629000000,2772000000,7802000000,1426000000,1242000000,2746000000,1473000000,None,672000000,54000000,618000000,12721000000,None,5030000000,110000000,None,4317000000,1183000000,368000000,134000000,None,0,1205000000,566000000,1988000000,80000000,None,1988000000,650000000,660000000,9704000000,9474000000,12862000000,1000000,607000000,USD,720000000,None,None,-252000000,-340000000,7000000,128000000,-182000000,-153000000,394000000,1495000000,-225000000,None,0,0,None,97000000,97000000,None,None,None,None,-211000000,None,1990000000,None,394000000
81,2019Q3,168.42078125,170.60078125,165.99078125,168.26671875,9521416.984375,0.031,0.029,0.002,6.8966,post-market,USD,1541000000,2579000000,1038000000,1038000000,571000000,266000000,704000000,970000000,47000000,-13000000,47000000,13000000,2579000000,1000000,None,92000000,606000000,54000000,13000000,552000000,553000000,619000000,711000000,552000000,USD,14775000000,11391000000,7105000000,8475000000,1204000000,1561000000,2686000000,1484000000,None,667000000,49000000,618000000,9742000000,None,1370000000,110000000,None,4439000000,1317000000,437000000,362000000,84000000,0,1733000000,567000000,1989000000,None,None,1989000000,669000000,650000000,10336000000,9524000000,13317000000,1000000,609000000,USD,936000000,26000000,None,128000000,63000000,6000000,113000000,319000000,-225000000,552000000,3545000000,-148000000,None,0,0,None,97000000,98000000,None,None,None,None,-50000000,None,653000000,None,552000000
82,2019Q4,207.57625,210.361875,205.45390625,208.05515625,8478697.078125,0.045,0.039,0.006,15.3846,post-market,USD,1916000000,3014000000,1098000000,1098000000,927000000,277000000,712000000,989000000,45000000,-13000000,45000000,13000000,3014000000,0,None,92000000,959000000,60000000,13000000,899000000,897000000,972000000,1064000000,899000000,USD,15810000000,12420000000,9765000000,9769000000,1047000000,1455000000,2705000000,1517000000,None,661000000,43000000,618000000,9661000000,None,4000000,149000000,None,4596000000,1475000000,591000000,352000000,89000000,0,1746000000,558000000,1990000000,None,None,1990000000,676000000,662000000,11214000000,9726000000,14118000000,1000000,610000000,USD,1640000000,28000000,None,112000000,-277000000,6000000,103000000,-105000000,-153000000,899000000,1256000000,-236000000,None,0,0,None,98000000,97000000,None,None,None,None,-202000000,None,996000000,None,899000000
83,2020Q1,250.97887096774195,257.7240322580645,245.5201612903226,252.37016129032259,13606656.85483871,0.0473,1.67,-1.6227,-97.1677,post-market,USD,2015000000,3105000000,1090000000,1090000000,990000000,287000000,738000000,1025000000,41000000,-13000000,41000000,13000000,3105000000,-2000000,None,106000000,1015000000,65000000,13000000,2015000000,955000000,1028000000,1134000000,950000000,USD,17315000000,13690000000,10896000000,10897000000,979000000,1657000000,3077000000,1674000000,1011000000,667000000,49000000,618000000,10782000000,None,1000000,157000000,118000000,5111000000,1784000000,687000000,402000000,0,0,1975000000,652000000,1991000000,0,1991000000,1991000000,865000000,775000000,12204000000,9814000000,14971000000,1000000,612000000,USD,1465000000,79000000,None,234000000,113000000,362000000,144000000,201000000,-66000000,2015000000,-151000000,-183000000,None,0,0,None,98000000,98000000,None,None,0,None,-88000000,None,2015000000,None,950000000
84,2020Q2,323.24476190476196,329.4484126984127,316.9063492063492,323.58476190476193,13291751.07936508,0.045,0.042,0.003,7.1429,post-market,USD,2004000000,3080000000,1076000000,1076000000,976000000,293000000,735000000,1028000000,31000000,-25000000,31000000,25000000,None,-1000000,None,107000000,981000000,64000000,25000000,917000000,906000000,1006000000,1113000000,917000000,USD,23254000000,19584000000,15494000000,16354000000,1128000000,1907000000,3551000000,1715000000,None,708000000,80000000,628000000,17059000000,None,860000000,195000000,None,10155000000,1903000000,761000000,482000000,100000000,0,1950000000,619000000,6959000000,None,None,6959000000,868000000,774000000,13099000000,10036000000,15790000000,1000000,614000000,USD,909000000,31000000,None,81000000,408000000,7000000,155000000,249000000,151000000,917000000,-1055000000,4744000000,None,None,None,None,98000000,98000000,None,None,None,None,-222000000,None,4598000000,None,917000000
85,2020Q3,464.7635015625,473.70806875,455.416428125,465.43265625,13138352.265625,0.055,0.049,0.006,12.2449,post-market,USD,2275000000,3866000000,1591000000,1591000000,651000000,627000000,997000000,1624000000,13000000,-54000000,13000000,54000000,None,-1000000,None,404000000,609000000,-13000000,54000000,622000000,636000000,663000000,1067000000,622000000,USD,25180000000,14681000000,3274000000,10981000000,1401000000,2084000000,10342000000,1964000000,None,7047000000,2854000000,4193000000,18464000000,None,7707000000,215000000,None,11266000000,2410000000,893000000,684000000,None,0,3049000000,735000000,6960000000,None,None,6960000000,1171000000,1285000000,13914000000,10232000000,16313000000,1000000,616000000,USD,1567000000,66000000,None,3000000,-140000000,284000000,217000000,-44000000,-54000000,622000000,-13490000000,-297000000,None,None,None,None,99000000,99000000,None,None,None,None,-196000000,None,831000000,None,622000000
86,2020Q4,537.4419171875,543.6510171875,528.2519703125,535.52328125,8100285.78125,0.073,0.064,0.009,14.0625,post-market,USD,2960000000,4726000000,1766000000,1766000000,1398000000,515000000,1047000000,1562000000,7000000,-53000000,7000000,53000000,None,-4000000,None,299000000,1348000000,12000000,53000000,1336000000,1344000000,1401000000,1700000000,1336000000,USD,26881000000,14393000000,2251000000,10139000000,1495000000,2546000000,12594000000,2059000000,None,7054000000,2861000000,4193000000,17890000000,106000000,7888000000,213000000,2028000000,11547000000,3669000000,1097000000,764000000,998000000,0,9070000000,720000000,6961000000,998000000,5963000000,6961000000,1339000000,1311000000,15334000000,10530000000,17550000000,1000000,618000000,USD,1279000000,53000000,None,279000000,998000000,519000000,473000000,462000000,93000000,1336000000,-2001000000,-301000000,None,None,None,None,99000000,99000000,None,None,None,None,-298000000,None,1620000000,None,1336000000
87,2021Q1,538.7568147540983,547.3420278688525,528.0357754098361,537.631475409836,8381514.540983606,0.0775,2.81,-2.7325,-97.242,post-market,USD,3156000000,5003000000,1847000000,1846000000,1507000000,503000000,1146000000,1649000000,7000000,-53000000,6000000,53000000,None,9000000,None,288000000,1470000000,13000000,53000000,1457000000,1464000000,1523000000,1811000000,1457000000,USD,28791000000,16055000000,847000000,11561000000,1826000000,2429000000,12880000000,2149000000,1408000000,6927000000,2737000000,4190000000,22209000000,144000000,10714000000,97000000,2144000000,11898000000,3925000000,1149000000,902000000,999000000,0,9246000000,634000000,6963000000,999000000,5964000000,6963000000,1437000000,1375000000,16893000000,10756000000,18908000000,3000000,620000000,USD,2067000000,176000000,None,163000000,202000000,288000000,283000000,-117000000,334000000,1457000000,-3129000000,-342000000,None,0,0,None,99000000,99000000,None,0,0,0,0,None,-1404000000,None,1457000000
88,2021Q2,638.0601873015872,648.7599873015873,629.8518619047619,641.1371428571429,9541155.650793651,0.0915,0.0822,0.0093,11.3139,post-market,USD,3629000000,5661000000,2032000000,2032000000,1956000000,520000000,1153000000,1673000000,6000000,-53000000,6000000,53000000,None,135000000,None,281000000,2044000000,132000000,53000000,1912000000,1907000000,2097000000,2378000000,1912000000,USD,30796000000,18127000000,978000000,978000000,1992000000,None,12669000000,2268000000,None,6806000000,2613000000,4193000000,None,146000000,11689000000,132000000,2090000000,12022000000,4004000000,1218000000,506000000,999000000,1134000000,8018000000,775000000,6963000000,999000000,5964000000,7738000000,1319000000,1414000000,18774000000,11242000000,20721000000,1000000,621000000,USD,1874000000,39000000,None,83000000,752000000,281000000,298000000,595000000,159000000,1912000000,-1272000000,-471000000,None,0,0,None,99000000,99000000,None,None,None,None,-477000000,None,131000000,None,1912000000
89,2021Q3,320.1150828125,323.89733125,314.6958109375,319.31390625,23637002.734375,0.104,0.102,0.002,1.9608,post-market,USD,4215000000,6507000000,2292000000,2292000000,2444000000,526000000,1245000000,1771000000,6000000,-60000000,6000000,60000000,None,4000000,None,286000000,2394000000,20000000,60000000,252000000,2368000000,2454000000,2740000000,2374000000,USD,38650000000,25806000000,5628000000,5628000000,2114000000,None,12844000000,2364000000,None,6671000000,2478000000,4193000000,None,147000000,14026000000,129000000,2050000000,17503000000,4448000000,1474000000,490000000,1000000000,1000000000,13055000000,716000000,11943000000,1000000000,10943000000,12659000000,1673000000,1396000000,21147000000,11604000000,22995000000,3000000,2493000000,USD,2682000000,36000000,None,260000000,669000000,286000000,183000000,562000000,123000000,252000000,-2533000000,4501000000,None,0,0,None,100000000,100000000,None,None,None,None,-366000000,None,252000000,None,2374000000
90,2021Q4,275.3152296875,281.2575953125,268.8858296875,275.1490625,41910886.296875,0.117,0.111,0.006,5.4054,post-market,USD,4631000000,7103000000,2472000000,2472000000,2671000000,557000000,1403000000,1960000000,7000000,-62000000,7000000,62000000,None,22000000,None,143000000,2638000000,174000000,62000000,2464000000,2465000000,2700000000,2843000000,2464000000,USD,40632000000,25806000000,1288000000,19298000000,2233000000,3954000000,15134000000,2509000000,None,6756000000,2454000000,4302000000,37357000000,308000000,18010000000,321000000,3761000000,16834000000,3612000000,1664000000,978000000,0,0,14727000000,743000000,10944000000,0,10944000000,10944000000,1510000000,1535000000,23798000000,12038000000,25359000000,3000000,2499000000,USD,1519000000,39000000,None,384000000,2059000000,298000000,222000000,366000000,118000000,2464000000,-4439000000,-1420000000,None,0,0,None,100000000,100000000,None,0,0,0,0,None,2923000000,None,2464000000
91,2022Q1,250.90454032258066,257.64935806451615,243.70111451612902,250.79725806451614,53146702.82258064,0.132,0.123,0.009,7.3171,post-market,USD,4999000000,7643000000,2644000000,2644000000,2970000000,563000000,1466000000,2029000000,9000000,-61000000,9000000,61000000,None,-53000000,None,145000000,2865000000,-138000000,61000000,3003000000,2983000000,2926000000,3071000000,3003000000,USD,44187000000,28829000000,1990000000,21208000000,2605000000,4650000000,15624000000,2778000000,1903000000,6688000000,2339000000,4349000000,40397000000,266000000,19218000000,366000000,3841000000,17575000000,4335000000,1783000000,1004000000,0,0,14667000000,741000000,10946000000,0,10946000000,10946000000,843000000,1553000000,26612000000,0,16235000000,3000000,2506000000,USD,3033000000,286000000,None,33000000,1224000000,309000000,273000000,692000000,374000000,3003000000,-1586000000,-745000000,None,0,0,None,101000000,100000000,None,None,None,None,-622000000,None,702000000,None,3003000000
