,Quarter,1. open,2. high,3. low,4. close,5. volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y
48,2018Q1,314.4393442622951,319.7583606557377,310.04032786885244,314.90786885245905,1228733.8196721312,1.34,1.32,0.02,1.5152,USD,377907000,1148397000,770490000,690778000,92808000,77063000,None,227781000,None,None,None,None,None,1394000,None,46915000,94202000,34756000,None,59446000,59477000,92808000,149441000,59446000,USD,2097444000,630439000,231838000,530602000,17404000,26691000,1467005000,1343717000,None,21939000,21939000,21939000,364421000,49375000,298764000,55742000,51974000,733399000,367320000,99001000,None,None,None,366079000,None,None,None,None,None,268319000,37630000,1364045000,2406434000,2456510000,359000,27911000,USD,201116000,None,None,33724000,-16903000,46915000,57524000,-13767000,-2451000,59446000,-81273000,-72648000,None,68638000,72626000,None,None,None,None,None,None,None,-72626000,None,47195000,None,59446000
49,2018Q2,407.91703125,414.0475,403.53328125,408.73828125,899967.578125,2.13,1.57,0.56,35.6688,USD,380153000,1266520000,886367000,754938000,67957000,85153000,None,306600000,None,None,None,None,None,2323000,None,49193000,70280000,23396000,None,46884000,45386000,67957000,207794000,46884000,USD,2128622000,720674000,225658000,573927000,20851000,56036000,1407948000,1333949000,None,21939000,21939000,21939000,364752000,None,348269000,69860000,52060000,736615000,355161000,95597000,None,None,None,381454000,None,None,None,None,None,259564000,36457000,1392007000,2435109000,2503394000,359000,27819000,USD,94302000,None,None,-18748000,38000,49193000,70981000,-2854000,3458000,46884000,-70526000,-29208000,None,28890000,29175000,None,None,None,None,None,None,None,-29175000,None,109850000,None,46884000
50,2018Q3,475.10476190476186,480.7451888888889,469.89428571428573,475.69079365079364,766850.5079365079,2.87,2.8,0.07,2.5,USD,359365000,1225007000,865642000,742078000,57991000,109524000,None,291052000,None,None,None,None,None,2493000,None,52654000,60484000,22280000,None,38204000,38475000,57991000,123553000,38204000,USD,2230872000,793071000,343028000,670815000,18285000,48565000,1437801000,1361440000,None,21939000,21939000,21939000,344713000,None,327787000,55406000,24842000,795035000,402786000,103486000,None,None,None,392249000,None,None,None,None,None,299300000,37123000,1435837000,2454337000,2541598000,360000,27802000,USD,197079000,6969000,None,38571000,-9978000,52654000,81494000,3179000,-2569000,38204000,-60417000,-19322000,None,18873000,14600000,None,None,None,None,None,None,None,-14600000,None,105617000,None,38204000
51,2018Q4,452.4136507936508,459.07460317460317,445.17857142857144,451.93968253968256,712282.619047619,2.16,2,0.16,8,USD,1225061000,1225061000,896881000,739045000,39612000,215415000,None,347148000,None,None,None,None,None,3858000,None,53217000,-140296000,-172315000,None,39612000,30638000,39612000,112837000,32019000,USD,2265518000,814794000,249953000,676798000,21555000,62312000,1450724000,1379254000,1083507000,21939000,None,21939000,437717000,None,426845000,54129000,19332000,824179000,449990000,113071000,70474000,None,26891000,374189000,None,None,None,None,None,239554000,31638000,1441339000,2500556000,2573617000,360000,27760000,USD,129055000,12927000,None,1062000,27299000,53217000,77391000,21740000,3284000,39612000,-175362000,-45357000,None,44536000,44536000,None,None,None,None,None,None,None,-44536000,None,39612000,None,32019000
52,2019Q1,576.796393442623,585.182786885246,572.5019672131148,580.0524590163934,718246.7540983607,1.72,1.37,0.35,25.5474,USD,434397000,1308217000,873820000,770209000,110161000,102671000,None,278560000,None,3129000,None,None,None,3129000,None,91886000,113290000,25158000,None,88132000,88510000,110161000,215931000,88132000,USD,4625482000,837746000,277661000,735024000,18780000,49725000,3787736000,1366684000,None,21939000,None,21939000,469894000,None,457363000,34217000,20738000,3141683000,581667000,106214000,57088000,157665000,157665000,2547488000,2671566000,2513901000,157665000,None,2671566000,260700000,33587000,1483799000,2563410000,2659422000,361000,27696000,USD,182581000,79192000,None,-22057000,-15257000,53781000,64226000,-15946000,-2781000,88132000,-93337000,-63531000,None,52886000,52886000,None,None,None,None,None,None,None,-52886000,None,25713000,None,88132000
53,2019Q2,704.6787301587302,711.6894809523809,697.1523095238095,704.9636507936508,567796.5238095238,3.4,3.01,0.39,12.9568,USD,439438000,1434231000,994793000,851337000,120020000,121395000,None,336765000,None,3947000,3947000,None,None,3947000,None,90975000,123967000,32939000,None,91028000,91625000,120020000,219969000,91028000,USD,4659307000,832402000,299913000,717780000,21144000,49362000,3826905000,1387896000,None,21939000,None,21939000,430150000,None,417867000,44116000,17817000,3121258000,548268000,99007000,61794000,161253000,161253000,2568583000,2696022000,2534769000,161253000,None,2696022000,226214000,33814000,1538049000,2621922000,2750450000,362000,27720000,USD,117934000,73572000,None,11617000,7271000,51642000,77776000,-2329000,2360000,91028000,-36918000,-58919000,None,58656000,58656000,None,None,None,None,None,None,None,-58656000,None,73020000,None,91028000
54,2019Q3,797.10953125,804.79109375,788.17515625,797.3153125,467833.015625,3.99,3.76,0.23,6.117,USD,444590000,1403697000,959107000,840141000,115621000,115070000,None,299225000,None,4411000,4411000,None,None,4411000,None,92390000,120032000,21450000,None,98582000,97956000,115621000,219865000,98582000,USD,4937937000,954756000,386565000,815361000,23871000,53313000,3983181000,1425446000,None,21939000,None,21939000,441248000,None,428796000,62211000,18001000,3315490000,634019000,118483000,61809000,166802000,166802000,2681471000,2809539000,None,166802000,None,2809539000,286925000,38734000,1622447000,2660872000,2849032000,363000,27775000,USD,234528000,74520000,None,23637000,5909000,52206000,95963000,-764000,2733000,98582000,-107369000,-40256000,None,40079000,40079000,None,None,None,None,None,None,None,-40079000,None,78726000,None,98582000
55,2019Q4,803.39921875,809.48234375,795.33796875,802.26328125,453655.609375,3.82,3.22,0.6,18.6335,USD,1436469000,1440224000,3755000,858289000,98156000,253983000,None,3755000,None,2840000,2840000,None,None,2840000,None,101479000,100996000,28580000,None,98156000,72940000,98156000,211111000,72416000,USD,5104604000,1072204000,480626000,880782000,26096000,108250000,4032400000,1458690000,1201439000,21939000,None,21939000,400156000,0,400156000,57076000,18450000,3421578000,666593000,115816000,95195000,173139000,173139000,2754985000,2851513000,0,173139000,None,0,282443000,38797000,1683026000,2699119000,2921448000,363000,27770000,USD,186589000,75189000,None,54635000,29485000,55149000,95947000,21669000,2218000,98156000,-54350000,-39029000,None,38996000,38996000,None,None,None,None,None,None,None,-38996000,None,22967000,None,72416000
56,2020Q1,791.131935483871,804.778564516129,773.3983870967742,790.5351612903225,685292.9193548387,2.86,2.75,0.11,4,USD,442865000,1410772000,967907000,855864000,71121000,106470000,None,322715000,None,2743000,2743000,None,None,2743000,None,101335000,73864000,-2524000,None,76388000,74547000,71121000,191128000,76388000,USD,5206488000,1075501000,500315000,881293000,23335000,120092000,4130987000,1465666000,None,21939000,None,21939000,391400000,None,380978000,50781000,24010000,3534468000,665795000,130423000,77499000,178358000,178358000,2868673000,2943136000,None,178358000,None,2943136000,279515000,39044000,1672020000,2801150000,2996785000,365000,27792000,USD,182071000,77889000,14000,-4964000,-19410000,58374000,77653000,-25967000,-2734000,76388000,-59362000,-102100000,None,54401000,54401000,None,None,None,None,None,None,None,-54401000,None,20609000,None,76388000
57,2020Q2,924.4225396825398,941.7920634920636,907.7584126984127,925.7465079365079,588147.4126984127,3.08,2.91,0.17,5.8419,USD,406015000,1364738000,958723000,840022000,-4939000,102647000,None,381079000,None,623000,623000,None,None,623000,None,105202000,-4316000,-12491000,None,8175000,9230000,-4939000,111035000,8175000,USD,5370129000,1150343000,605622000,906663000,24178000,165846000,4219786000,1498048000,None,21939000,None,21939000,313920000,None,301041000,53656000,37655000,3665633000,723178000,160523000,88924000,None,197196000,2942455000,3006374000,None,None,None,3006374000,276535000,36775000,1704496000,2801467000,3004960000,367000,27911000,USD,122862000,66595000,None,33934000,9607000,60024000,87802000,3369000,705000,8175000,-16144000,-2103000,None,0,0,None,None,None,None,None,None,None,0,None,1604000,None,8175000
58,2020Q3,1205.14640625,1220.8786296875,1187.1566875,1205.0509375,319899.078125,0.4,0.35,0.05,14.2857,USD,539600000,1601414000,1061814000,923079000,107096000,133150000,None,407151000,None,-595000,595000,595000,None,-595000,None,108093000,106501000,26257000,None,80244000,80949000,107096000,223180000,80244000,USD,5631640000,1211280000,662401000,1005220000,25464000,129802000,4420360000,1547217000,None,21939000,None,21939000,418665000,61474000,342819000,50794000,53921000,3826054000,801717000,157324000,91467000,None,199815000,3024337000,3090955000,None,None,None,3090955000,353111000,37976000,1805586000,2801496000,3085204000,367000,27973000,USD,243790000,84008000,None,-20471000,7725000,60180000,81303000,-6635000,1415000,80244000,-187841000,-39000,None,0,0,None,None,None,None,None,None,None,0,None,56416000,None,80244000
59,2020Q4,1310.66546875,1327.119984375,1293.613746875,1311.559375,330400.265625,3.76,3.47,0.29,8.3573,USD,1607710000,1607710000,1214636000,906814000,116886000,282594000,None,596585000,None,846000,846000,595000,None,846000,None,108442000,117732000,-73227000,None,116886000,192174000,116886000,241056000,190959000,USD,5982896000,1420237000,607987000,951603000,26445000,387283000,4562659000,1584311000,1379710000,21939000,None,21939000,445944000,102328000,343616000,54906000,59047000,3962761000,822199000,121990000,127750000,None,204756000,3140562000,3157052000,0,None,None,0,367703000,38844000,2020135000,2802075000,3276163000,367000,27992000,USD,115124000,179196000,None,31978000,37481000,59956000,126594000,26223000,1008000,116886000,-169370000,-609000,None,0,0,None,None,None,None,None,None,None,0,None,116886000,None,190959000
60,2021Q1,1446.8360655737704,1465.7945852459018,1425.8902655737706,1446.1837704918032,287164.6393442623,3.48,3.73,-0.25,-6.7024,USD,622455000,1741575000,1119120000,956340000,161442000,155103000,None,457215000,None,-2168000,2168000,2168000,None,-2168000,None,112391000,159274000,32173000,None,127101000,126838000,161442000,279501000,127101000,USD,6149059000,1456851000,694776000,1058361000,24304000,312571000,4692208000,1613670000,None,21939000,None,21939000,492018000,110928000,363585000,61615000,59463000,4051528000,834004000,147417000,110197000,None,209086000,3217524000,3249262000,None,None,None,3249262000,367304000,41419000,2097531000,2908111000,3403264000,369000,28125000,USD,305973000,95717000,None,-13576000,-25381000,63122000,86619000,-32175000,-2148000,127101000,-116503000,-102260000,None,57229000,57229000,None,None,None,None,None,None,None,-57229000,None,87210000,None,127101000
61,2021Q2,1428.3044444444445,1442.7200952380952,1412.0991222222221,1426.747619047619,288947.4603174603,5.36,4.89,0.47,9.6115,USD,701594000,1892538000,1190944000,1038984000,245525000,146044000,None,439202000,None,851000,851000,851000,None,851000,None,118298000,246376000,58402000,None,187974000,188279000,245525000,372355000,187974000,USD,6320454000,1447810000,668269000,990729000,25159000,360309000,4872644000,1666184000,None,21939000,None,21939000,491692000,150814000,322460000,71613000,59918000,4146296000,835486000,140251000,113016000,None,213646000,3310810000,3348201000,None,None,None,3348201000,368573000,42745000,2174158000,3067458000,3591238000,370000,28134000,USD,256885000,89134000,None,-4533000,4855000,62082000,125504000,-5111000,839000,187974000,-121610000,-161959000,None,145922000,145922000,None,None,None,None,None,None,None,-145922000,None,160922000,None,187974000
62,2021Q3,1817.931796875,1833.8166,1801.4805015625,1818.99234375,253859.71875,7.46,6.52,0.94,14.4172,USD,706121000,1952315000,1246194000,1094089000,239680000,145930000,None,446755000,None,-126000,126000,126000,None,-126000,None,-42294000,239554000,35120000,None,204434000,203478000,239680000,307529000,204434000,USD,6627567000,1518606000,721109000,1022643000,28450000,394692000,5108961000,1719224000,None,21939000,None,21939000,508216000,188344000,301534000,72821000,57518000,4316659000,850964000,171712000,120423000,None,214684000,3465695000,3489559000,None,None,None,3489559000,344145000,42425000,2310908000,3170798000,3795672000,371000,28150000,USD,280803000,90096000,None,36910000,18082000,63191000,108446000,15404000,3305000,204434000,-125029000,-102348000,None,97582000,97582000,None,None,None,None,None,None,None,-97582000,None,177529000,None,204434000
63,2021Q4,1764.356796875,1781.131275,1742.4233390625,1760.72296875,219365.53125,7.02,6.32,0.7,11.0759,USD,429798000,1960633000,1530835000,1136979000,158296000,381868000,None,714068000,None,9263000,9263000,2294000,None,9263000,None,66262000,167559000,34084000,None,293254000,133264000,158296000,248548000,133475000,USD,6652958000,1381564000,815374000,1076319000,32826000,193663000,5271394000,1769278000,1536323000,21939000,None,21939000,260945000,274311000,260945000,78756000,56716000,4355584000,873682000,163161000,156351000,None,218713000,3481902000,3520314000,0,None,None,0,335457000,38536000,2297374000,3356102000,3929147000,371000,28117000,USD,438420000,-71716000,None,44039000,33356000,66262000,121906000,23569000,4396000,1106017000,-158900000,-182039000,None,165729000,165729000,None,None,None,None,None,None,None,-165729000,None,97481000,None,133475000
64,2022Q1,1508.4587096774194,1535.0081161290323,1478.4251306451613,1505.7204838709677,336479.2580645161,5.58,5.26,0.32,6.0837,USD,701895000,2020539000,1318644000,1158866000,190221000,147402000,None,489555000,None,-213000,213000,213000,None,-213000,None,80285000,190008000,31714000,None,158294000,158489000,190221000,270506000,158294000,USD,6467257000,1096493000,615863000,856242000,29852000,139996000,5370764000,1779521000,None,21939000,None,21939000,261182000,333088000,240379000,70403000,58283000,4333297000,833738000,168905000,132421000,None,223303000,3499559000,3554622000,None,None,None,3554622000,309109000,40511000,2133960000,3702023000,4087441000,373000,28043,USD,282902000,96841000,None,-36458000,-18152000,71665000,96162000,-10394000,-2970000,158294000,-133066000,-349478000,None,263308000,263308000,None,None,None,None,None,None,None,-263308000,None,-199642000,None,158294000
65,2022Q2,1395.164677419355,1417.4428467741936,1368.3168854838711,1393.1167741935485,252761.75806451612,5.7,5.64,0.06,1.0638,USD,842869000,2213339000,1370470000,1223854000,337598000,140820000,None,464097000,None,10572000,10572000,10572000,None,10572000,None,79095000,348170000,88228000,None,259942000,258462000,337598000,416693000,259942000,USD,6545336000,1046299000,520933000,761617000,29456000,181510000,5499037000,1813348000,None,21939000,None,21939000,260560000,359911000,240684000,73716000,63010000,4391137000,831623000,158581000,132446000,None,230930000,3559514000,3624353000,None,None,None,3624353000,309666000,39852000,2154199000,3969221000,4347383000,373000,27905000,USD,286786000,94871000,None,-7911000,4545000,69733000,100333000,-1959000,-350000,259942000,-116131000,-264925000,None,258602000,258602000,None,None,None,None,None,None,None,-258602000,None,-94270000,None,259942000
66,2022Q3,1545.9853125,1567.69915625,1528.34205,1549.90953125,250743.1875,9.3,9.04,0.26,2.8761,USD,845133000,2220175000,1375042000,1219718000,336253000,140896000,None,477409000,None,3712000,3712000,3712000,None,3712000,None,84142000,339965000,82827000,None,257138000,254881000,336253000,420395000,257138000,USD,6817437000,1077432000,366623000,783901000,33752000,183340000,5740005000,1871623000,None,21939000,None,21939000,437112000,442620000,417278000,76439000,63798000,4490056000,817857000,167842000,133118000,None,231947000,3672199000,3729168000,None,None,None,3729168000,284950000,41723000,2327381000,4076555000,4604521000,373000,27773000,USD,351918000,97627000,None,23408000,-3522000,71416000,139023000,-10538000,4376000,257138000,-397137000,-108332000,None,107865000,107865000,None,None,None,None,None,None,None,-107865000,None,-153551000,None,257138000
67,2022Q4,1497.9488888888889,1514.798907936508,1474.7040222222224,1493.8790476190477,304453.15873015876,9.51,9.21,0.3,3.2573,USD,583023000,2180599000,1597576000,1197765000,296331000,385746000,None,741664000,None,7057000,7057000,7057000,None,7057000,None,85582000,303388000,79661000,None,506157000,224735000,296331000,381913000,223727000,USD,6927504000,1175837000,384000000,1414272000,35668000,154621000,5751667000,1951147000,1734587000,21939000,None,21939000,1430024000,388055000,1030272000,17245000,63158000,4559481000,921880000,184566000,183071000,None,236248000,3637601000,3731410000,0,None,None,0,317995000,43816000,2368023000,4282014000,4828248000,373000,27683000,USD,401573000,147534000,None,48432000,49172000,74012000,143646000,36917000,1955000,1687688000,-183698000,-206669000,None,200365000,200365000,None,None,None,None,None,None,None,-200365000,None,11206000,None,223727000
68,2023Q1,1564.8479032258062,1586.1410177419357,1551.9301903225805,1571.0966129032258,284758.6935483871,8.29,8.9,-0.61,-6.8539,USD,935167000,2368580000,1433413000,1276353000,367606000,148340000,None,520766000,None,8949000,8949000,8949000,None,8949000,None,93307000,376555000,84911000,None,291644000,292101000,367606000,460913000,291644000,USD,7053372000,1261442000,409727000,1715443000,34599000,65869000,5791930000,1981329000,None,21939000,None,21939000,1694481000,368023000,1305716000,98389000,61229000,4571687000,894092000,182606000,157898000,None,239029000,3677595000,3771595000,None,None,None,3771595000,314559000,46892000,2481685000,4480833000,5119892000,374000,27624000,USD,455036000,102487000,None,-7609000,-29453000,76585000,120369000,-39659000,-1086000,291644000,-235549000,-193883000,None,126709000,126709000,None,None,None,None,None,None,None,-126709000,None,25604000,None,291644000
69,2023Q2,1974.5885483870968,1992.6687370967743,1962.2237919354839,1977.8312903225806,298723.46774193546,10.5,8.92,1.58,17.713,USD,988673000,2514801000,1526128000,1350342000,431810000,156496000,None,525493000,None,16446000,16446000,None,None,16446000,None,78771000,448256000,106466000,None,341790000,342269000,431810000,543061000,341790000,USD,7552435000,1556419000,504866000,2207150000,36004000,60985000,5996016000,2021964000,None,21939000,None,21939000,2154908000,430762000,1702284000,103422000,62526000,4785549000,982250000,162041000,158959000,None,244061000,3803299000,3887992000,None,None,None,3887992000,417189000,52928000,2766886000,4569152000,5461682000,375000,27604000,USD,582510000,104311000,None,-17613000,3649000,78771000,137232000,-4368000,1399000,341790000,-392143000,-95230000,None,95045000,95045000,None,None,None,None,None,None,None,-95045000,None,95137000,None,341790000
70,2023Q3,1952.6680952380952,1968.0687825396826,1934.8940396825396,1949.4855555555555,260860.09523809524,12.65,12.31,0.34,2.762,USD,949531000,2471948000,1522417000,1350468000,394950000,159501000,None,517317000,None,18392000,18392000,None,None,18392000,None,78546000,413342000,100125000,None,313217000,312089000,394950000,507188000,313217000,USD,7911493000,1669343000,602307000,2305705000,40177000,71122000,6242150000,2093011000,None,21939000,None,21939000,2194188000,473247000,1703398000,104038000,72830000,5025179000,1087707000,207541000,156320000,None,244994000,3937472000,4018081000,None,None,None,4018081000,478852000,53296000,2886314000,4798748000,5774899000,375000,27550000,USD,480472000,105416000,None,-139470000,27079000,78546000,131200000,10361000,4195000,313217000,-166302000,-216259000,None,215551000,215551000,None,None,None,None,None,None,None,-215551000,None,None,None,313217000
71,2023Q4,2076.4547460317463,2095.6754904761906,2063.1163269841268,2080.455873015873,221962.9365079365,11.36,10.55,0.81,7.6777,USD,690657000,2516320000,1825663000,1376383000,363447000,433332000,None,820751000,None,18906000,18906000,None,None,18906000,None,85492000,382353000,100267000,None,673855000,283509000,363447000,489175000,282086000,USD,8044362000,1620713000,560609000,2030285000,39309000,168495000,6423649000,2170038000,1982022000,21939000,None,21939000,2041664000,564488000,1469676000,19792000,63082000,4982155000,1030625000,197646000,209680000,None,248074000,3951530000,4051625000,0,None,None,0,375225000,58870000,3062207000,4944656000,6056985000,375000,27441000,USD,265459000,109377000,None,3832000,48597000,85492000,171930000,44882000,-859000,2294361000,-152015000,-155280000,None,155044000,155044000,None,None,None,None,None,None,None,-155044000,None,None,None,282086000
