,Quarter,1. open,2. high,3. low,4. close,5. volume
0,1999Q4,88.81372093023255,90.16395348837209,87.45372093023255,88.9606976744186,2219925.581395349
1,2000Q1,55.291111111111114,56.887301587301586,53.71507936507937,55.373333333333335,4394076.19047619
2,2000Q2,43.21301587301588,44.543174603174606,41.896031746031746,43.206984126984125,7469515.873015873
3,2000Q3,34.55095238095238,35.30412698412698,33.79507936507937,34.55873015873016,4816152.380952381
4,2000Q4,34.37714285714286,35.394603174603176,33.6215873015873,34.54396825396825,6183203.174603174
5,2001Q1,41.16306451612903,42.13629032258064,39.986935483870965,41.148548387096774,6432953.225806451
6,2001Q2,37.59380952380952,38.37936507936508,36.88333333333333,37.61904761904762,5129119.047619048
7,2001Q3,39.537118644067796,40.201016949152546,38.71135593220339,39.452372881355934,3989016.9491525423
8,2001Q4,40.55140625,41.153125,39.88515625,40.59875,4004646.875
9,2002Q1,43.29833333333333,43.77383333333333,42.5725,43.146499999999996,5144493.333333333
10,2002Q2,40.1784375,40.7153125,39.63625,40.1621875,4003826.5625
11,2002Q3,34.4746875,35.24203125,33.6453125,34.4665625,4729242.1875
12,2002Q4,31.841875,32.4103125,31.1521875,31.78296875,6188285.9375
13,2003Q1,29.553606557377048,29.99606557377049,29.134426229508197,29.585245901639347,4558124.590163934
14,2003Q2,34.80920634920635,35.29725396825397,34.402101587301594,34.8784126984127,4426866.666666667
15,2003Q3,33.379375,33.702546875,32.927859375,33.2883125,6070820.3125
16,2003Q4,34.77423125,35.16340625,34.36861875,34.81484375,3977051.5625
17,2004Q1,37.50387096774193,37.938790322580644,37.12274193548387,37.5433870967742,3564232.2580645164
18,2004Q2,38.50354838709677,38.93812903225807,38.09759677419355,38.54758064516129,3534608.064516129
19,2004Q3,40.98125,41.452109375,40.65328125,41.05296875,3333337.5
20,2004Q4,47.334203125,47.935,46.975625,47.5470625,3678954.6875
21,2005Q1,46.21918032786885,46.62517049180328,45.76196721311475,46.110163934426225,3091306.5573770492
22,2005Q2,44.4696875,44.91703125,43.970065625000004,44.5,3568792.1875
23,2005Q3,44.0834375,44.4734375,43.68296875,44.0765625,2873968.75
24,2005Q4,48.212698412698415,48.71986984126984,47.86206507936508,48.31650634920635,3040682.5396825396
25,2006Q1,51.66916129032258,52.154693548387094,51.27135483870968,51.77000161290322,2648454.8387096776
26,2006Q2,54.51134920634921,55.05909523809524,54.04980952380952,54.57912698412699,3152820.634920635
27,2006Q3,51.616349206349206,52.15873015873016,50.897549206349204,51.51793650793651,4890133.333333333
28,2006Q4,52.58533333333334,53.12249206349207,52.086196825396826,52.60492063492064,3794649.206349206
29,2007Q1,55.373421311475404,55.90098196721311,54.8966393442623,55.42213114754098,3710896.7213114756
30,2007Q2,55.34370952380952,55.821285714285715,54.9784126984127,55.40333333333333,3889896.8253968256
31,2007Q3,60.56331111111111,61.31935873015873,59.892539682539685,60.63999841269841,4635247.80952381
