,Quarter,1. open,2. high,3. low,4. close,5. volume
0,1999Q4,54.97627906976744,55.884651162790696,54.00232558139535,54.966279069767445,1731286.046511628
1,2000Q1,48.58269841269841,49.62619047619047,47.251111111111115,48.49015873015873,1972579.365079365
2,2000Q2,49.69873015873016,50.493650793650794,48.49476190476191,49.514603174603174,2103276.1904761903
3,2000Q3,46.39142857142857,47.28269841269841,45.57333333333333,46.48063492063493,2006993.650793651
4,2000Q4,41.30396825396826,42.333492063492066,40.542698412698414,41.50666666666667,2414757.1428571427
5,2001Q1,54.30516129032258,55.50854838709678,53.15483870967742,54.48741935483871,3612088.709677419
6,2001Q2,66.00555555555556,67.08809523809524,65.00492063492064,66.16492063492063,3025476.1904761903
7,2001Q3,35.711525423728816,36.28322033898305,34.87220338983051,35.57491525423729,4529705.93220339
8,2001Q4,39.7846875,40.35328125,39.0984375,39.8728125,4584523.4375
9,2002Q1,44.611,45.098,43.68716666666667,44.38283333333333,4734450.0
10,2002Q2,44.84484375,45.44796875,44.06375,44.7953125,4168417.1875
11,2002Q3,40.38359375,41.23359375,39.405625,40.41859375,5742646.875
12,2002Q4,40.505,41.14015625,39.6159375,40.34234375,5274737.5
13,2003Q1,37.3044262295082,37.87098360655738,36.73295081967213,37.30721311475409,5162721.31147541
14,2003Q2,43.68730158730159,44.20963492063492,43.11539682539682,43.65952380952381,5128682.53968254
15,2003Q3,49.6534375,50.20125,49.07978125,49.7221875,4141673.4375
16,2003Q4,57.12421875,57.715328125,56.474390625,57.12453125,3354796.875
17,2004Q1,54.69467741935484,55.32958064516129,54.09738709677419,54.737096774193546,4021643.5483870967
18,2004Q2,53.15306451612903,53.59729838709677,52.534516129032255,53.0358064516129,3946120.9677419355
19,2004Q3,50.83171875,51.30140625,50.3525625,50.8328125,3525882.8125
20,2004Q4,56.995,57.511562500000004,56.5590125,57.0340625,3041634.375
21,2005Q1,57.47327868852459,57.90688524590164,57.073324590163935,57.50065573770492,3042636.0655737706
22,2005Q2,55.70640625,56.3259375,55.214934375,55.78015625,3535904.6875
23,2005Q3,64.31359375,64.97159375,63.54753125,64.35140625,3893384.375
24,2005Q4,64.52603174603175,65.03603015873016,63.81234285714286,64.4504761904762,3856960.3174603176
25,2006Q1,65.63225806451612,66.18383225806453,64.99365322580645,65.58274193548387,3675619.35483871
26,2006Q2,62.89984126984127,63.49095238095238,62.26047619047619,62.794761904761906,3935219.0476190476
27,2006Q3,28.31331746031746,28.695714285714285,27.936985714285715,28.32936507936508,8897434.126984127
28,2006Q4,30.274428571428572,30.65695238095238,29.98836507936508,30.32873015873016,8954811.111111112
29,2007Q1,32.758852459016396,33.10475409836066,32.40786885245902,32.752459016393445,8286990.163934426
30,2007Q2,31.465714285714284,31.80557142857143,31.21252380952381,31.46825396825397,8438276.19047619
31,2007Q3,29.397460317460318,29.802714285714284,28.996349206349205,29.383809523809525,11317849.206349207
32,2007Q4,25.3484375,25.71109375,24.90578125,25.2646875,10732501.5625
33,2008Q1,23.121721311475408,23.691152459016394,22.659344262295082,23.194754098360658,14833275.409836065
34,2008Q2,24.06625,24.4445359375,23.689531249999998,24.03484375,11429043.75
35,2008Q3,22.6640625,23.240625,22.157640625,22.69453125,16740835.9375
36,2008Q4,20.1634375,20.94578125,19.4632625,20.205625,18499439.0625
37,2009Q1,18.086721311475408,18.506852459016393,17.639344262295083,18.06262295081967,17570816.393442623
38,2009Q2,19.787142857142857,20.181912698412695,19.37674603174603,19.77777777777778,16170098.412698412
39,2009Q3,21.141875,21.484375,20.868915625,21.1984375,13604221.875
40,2009Q4,21.763125,22.032109375,21.528828125,21.77765625,14484223.4375
41,2010Q1,23.337049180327867,23.561311475409838,23.108827868852458,23.342459016393445,13020621.31147541
42,2010Q2,24.913095238095238,25.20370634920635,24.51033174603175,24.85920634920635,16043233.333333334
43,2010Q3,20.88859375,21.1619484375,20.601484375,20.88921875,13453195.3125
44,2010Q4,22.99578125,23.281015625,22.80025,23.063125,13317953.125
45,2011Q1,25.562741935483874,25.867329032258066,25.289516129032258,25.590645161290322,12948232.258064516
46,2011Q2,24.93452380952381,25.183273015873016,24.70452380952381,24.911269841269842,13711848.222222222
47,2011Q3,20.751875000000002,21.030625,20.459690625,20.73,16666634.375
48,2011Q4,22.800792063492064,23.154047619047617,22.541666666666668,22.863174603174603,16150215.936507937
49,2012Q1,27.973064516129032,28.25565,27.74467741935484,28.05508064516129,15365058.064516129
50,2012Q2,29.21079365079365,29.56436666666667,28.90211111111111,29.239047619047618,15050898.412698412
51,2012Q3,27.405079365079366,27.773492063492064,27.14666666666667,27.476904761904763,14035963.492063493
52,2012Q4,33.402419354838706,33.7678064516129,33.09534193548387,33.43655967741935,11485088.709677419
53,2013Q1,37.843333333333334,38.21820833333334,37.52733333333333,37.867666666666665,9064981.666666666
54,2013Q2,40.222890625,40.6507953125,39.8616953125,40.2484375,8251071.984375
55,2013Q3,45.35375,45.78421875,45.00265,45.38578125,6941150.0
56,2013Q4,48.5446875,49.0113578125,48.171875,48.58953125,7128954.6875
57,2014Q1,48.26196721311475,48.656559016393444,47.85065573770492,48.25573770491803,6568040.983606557
58,2014Q2,46.637142857142855,47.033498412698414,46.22380952380952,46.632380952380956,5713957.142857143
59,2014Q3,50.4378125,50.82600625,50.1587515625,50.530625,4866243.125
60,2014Q4,59.7025,60.2815765625,59.357959375,59.87078125,5430959.171875
61,2015Q1,71.6572131147541,72.31550491803279,71.01595081967213,71.69147540983607,5082392.262295082
62,2015Q2,71.38809523809523,71.98378412698413,70.84263492063492,71.30714285714286,5056799.476190476
63,2015Q3,68.73703125,69.380815625,68.0539703125,68.7675,5401233.125
64,2015Q4,74.1946875,74.849296875,73.5239375,74.25203125,4368015.4375
65,2016Q1,70.57508196721311,71.42604918032787,69.65438524590165,70.55295081967212,5950427.180327869
66,2016Q2,77.27046875,77.9116734375,76.7354640625,77.35359375,4776980.234375
67,2016Q3,77.84765625,78.3652171875,77.2812140625,77.77484375,4986933.90625
68,2016Q4,70.65301587301587,71.39206825396826,70.15383968253968,70.75095238095238,6411893.238095238
69,2017Q1,76.47969354838709,77.06987903225807,75.98792741935485,76.54241935483871,5127749.677419355
70,2017Q2,81.8157142857143,82.33139047619048,81.21662063492063,81.73523809523809,5476373.571428572
71,2017Q3,76.57095238095239,77.1908238095238,75.96190476190476,76.56904761904762,6500832.174603174
72,2017Q4,82.49190476190476,83.31413968253968,81.9407634920635,82.66571428571427,5924987.19047619
73,2018Q1,94.86311475409835,95.9334426229508,93.60852459016394,94.65344262295082,7273597.327868853
74,2018Q2,90.4984375,91.4403125,89.604375,90.51296875,5753861.609375
75,2018Q3,104.05555555555556,104.9284126984127,103.37730158730157,104.19063492063492,4417459.53968254
76,2018Q4,96.70825396825397,97.98634920634922,95.1763492063492,96.4184126984127,5381889.904761905
77,2019Q1,99.53983606557378,100.5525655737705,98.64155737704918,99.79852459016394,4701795.557377049
78,2019Q2,105.44412698412698,106.5070634920635,104.39952380952381,105.46857142857144,4991159.206349206
79,2019Q3,105.6925,106.6284375,104.65421875,105.56234375,4588258.828125
80,2019Q4,114.405,115.330625,113.463125,114.34515625,3592292.21875
81,2020Q1,109.2791935483871,111.23951612903227,107.19354838709677,109.26387096774194,5903724.758064516
82,2020Q2,113.9747619047619,115.80968253968254,112.30257142857143,114.20380952380953,5955041.777777778
83,2020Q3,153.96125,155.6869375,152.18148593749999,153.98921875,3876465.515625
84,2020Q4,162.81625,164.6416078125,160.8559515625,162.43640625,4819539.796875
85,2021Q1,171.1983606557377,173.59735081967216,169.52545245901638,171.59524590163934,4169799.2131147543
86,2021Q2,195.82761904761904,197.45472063492062,194.00275396825398,195.65968253968254,3960741.507936508
87,2021Q3,199.18484375,201.1474609375,197.5252859375,199.2965625,3490215.53125
88,2021Q4,237.4734375,240.007971875,235.67845156250002,237.73875,3225180.34375
89,2022Q1,230.645,233.5721741935484,226.85359032258063,230.00596774193548,4110685.0161290322
90,2022Q2,192.7183870967742,196.01612903225808,189.72733387096773,192.81306451612903,4183013.7258064514
91,2022Q3,194.3407703125,197.20089375,192.215371875,194.7640625,3634140.328125
92,2022Q4,199.86984126984126,202.61325555555555,197.18992063492064,199.87238095238098,3409792.4603174604
93,2023Q1,202.82862903225808,205.4434806451613,200.3952564516129,203.14645161290323,3097390.419354839
94,2023Q2,207.6377419354839,209.74700967741936,205.74035322580647,208.00112903225806,2950460.580645161
95,2023Q3,225.28785714285715,227.10034761904762,223.57746666666668,224.96015873015872,2468601.1587301586
96,2023Q4,202.55904761904762,204.33749047619048,200.83662857142858,202.70126984126983,2898992.777777778
97,2024Q1,219.01108108108107,221.1931972972973,217.22438108108108,219.64594594594593,2539358.810810811
