,Quarter,1. open,2. high,3. low,4. close,5. volume,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportedCurrency_x,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome_x,reportedCurrency_y,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome_y
87,2018Q1,87.98081967213115,88.86754098360656,87.05213114754099,87.85180327868852,1009461.0327868853,1.1,1,0.1,10,USD,588270000,769426000,181156000,181156000,107718000,206884000,264411000,480552000,None,-2843000,None,2843000,-1019000,1171000,None,39006000,120103000,123794000,2843000,-3691000,25096000,122946000,161952000,-3691000,USD,5717549000,1332346000,605892000,605892000,47987000,499373000,4197857000,284441000,None,3565137000,434539000,3130598000,None,None,None,134836000,248444000,2576916000,1950414000,42097000,1241161000,440885000,440885000,846980000,None,131250000,10885000,131250000,572135000,38867000,279860000,3136529000,574082000,2133854000,1490000,148953000,USD,-101085000,None,None,-69406000,91038000,43920000,28316000,34811000,15811000,-3691000,-625018000,230364000,450000000,180000000,200000000,None,450000000,450000000,None,None,None,None,-187514000,12486000,-442464000,11555000,-3691000
88,2018Q2,87.12515625,87.86140625,86.39921875,87.15359375,983476.1875,1.08,1.08,0,0,USD,598057000,776836000,178779000,178779000,127014000,205997000,252134000,471043000,None,-3880000,None,3880000,1117000,1366000,None,42818000,119299000,16827000,3880000,102472000,77275000,123179000,165997000,102472000,USD,5699071000,1370186000,570801000,570801000,1281000,568434000,4190819000,283782000,None,3569319000,422195000,3147124000,None,None,None,182823000,243452000,2438674000,1881922000,43479000,1221816000,396847000,396847000,769728000,None,127500000,11847000,127500000,524347000,9251000,271862000,3256293000,585016000,2223287000,1490000,148961000,USD,102472000,None,None,-10128000,83836000,52909000,20296000,70646000,25186000,102472000,-54780000,-37959000,0,55000000,35000000,None,None,None,None,None,None,None,11489000,46489000,-35091000,-5782000,102472000
89,2018Q3,95.16650793650793,95.86365079365079,94.58920634920635,95.3215873015873,1093413.4761904762,0.95,0.92,0.03,3.2609,USD,594333000,779714000,185381000,185381000,63968000,242289000,277402000,530365000,None,-4558000,None,4558000,1627000,1363000,None,42350000,71893000,-7516000,4558000,79409000,47145000,76451000,118801000,79409000,USD,5795215000,1465583000,741236000,741236000,-5466000,501331000,4162205000,290446000,None,3533151000,394485000,3138666000,None,None,None,184104000,252203000,2631213000,2083405000,49473000,1243493000,497808000,497808000,768783000,None,123750000,12808000,123750000,621558000,6909000,273512000,3158139000,636533000,2296546000,1486000,148559000,USD,244048000,None,None,99823000,-43111000,53416000,21857000,-63762000,7443000,79409000,-26112000,-83060000,165000000,132000000,165000000,None,165000000,165000000,None,None,None,None,-151253000,13747000,170435000,-9599000,79409000
90,2018Q4,89.18380952380953,90.21079365079365,87.64761904761905,88.84412698412699,1366425.380952381,0.78,0.78,0,0,USD,604500000,795082000,190582000,-415582000,61525000,230368000,290875000,542975000,None,-4326000,None,4326000,1735000,1509000,None,46719000,52248000,-202080000,4326000,-172000000,235804000,56574000,103293000,254328000,USD,6145974000,1543797000,723115000,723115000,122407000,618284000,4410176000,309310000,626678000,3503653000,360404000,3143249000,None,10892000,None,178638000,246736000,2660959000,2102415000,85046000,None,343769000,343769000,653850000,None,125535000,13769000,125535000,469304000,27458000,265560000,3479152000,597682000,2543688000,1493000,149265000,USD,130918000,None,None,28754000,69258000,58962000,684100000,54090000,17311000,254328000,-37615000,-104207000,5635000,33000000,-400000000,None,5635000,5635000,None,None,None,None,451107000,51107000,-18121000,-7260000,254328000
91,2019Q1,98.59836065573771,99.68672131147541,97.92459016393443,99.09754098360655,1147338.4426229508,1.08,0.97,0.11,11.3402,USD,627509000,820401000,192892000,17443000,147414000,198020000,271326000,480095000,None,-4554000,None,4554000,819985000,-1243000,None,39783000,147055000,-6459000,4554000,153514000,168839000,151609000,191392000,153514000,USD,6344486000,1797630000,592305000,592305000,137559000,762292000,4209032000,317896000,None,3477887000,332187000,3145700000,None,None,None,67533000,358527000,2559821000,2025638000,26019000,None,414730000,414730000,763457000,None,127140000,414730000,127140000,541870000,13366000,296098000,3778802000,600112000,2820910000,1493000,149276000,USD,-144019000,None,None,-219099000,284306000,51830000,29007000,209049000,15827000,153514000,-29744000,38086000,185080000,29185000,29185000,None,185080000,185080000,None,None,None,None,-22827000,6358000,-396611000,4882000,153514000
92,2019Q2,120.25936507936508,121.39444444444445,119.06245714285714,120.28603174603175,1211934.9047619049,1.16,1.09,0.07,6.422,USD,645563000,836242000,190679000,14881000,115502000,215003000,290299000,530061000,None,-3841000,None,3841000,838960000,1385000,None,36248000,133917000,15707000,3841000,118210000,119342000,137758000,174006000,118210000,USD,6194223000,1643883000,631161000,631161000,166329000,526691000,4197673000,344176000,None,3450722000,306927000,3143795000,None,None,None,249927000,380682000,2278788000,1732927000,31219000,None,165692000,165692000,790691000,None,126152000,165692000,126152000,291844000,6983000,324217000,3909572000,567503000,2912811000,1500000,149982000,USD,352820000,None,None,58607000,-147608000,51011000,39955000,-232527000,34531000,118210000,-36533000,-275656000,3680000,80000000,100000000,None,3680000,3680000,None,None,None,None,-23006000,76994000,118210000,-1789000,118210000
93,2019Q3,135.225,136.61484375,133.6446875,135.20859375,1034794.40625,1.18,1.1,0.08,7.2727,USD,666338000,852970000,186632000,13603000,127594000,224491000,284804000,538744000,None,-2214000,None,2214000,853666000,360000,None,34525000,132911000,32982000,2214000,99929000,99996000,135125000,169650000,99929000,USD,6153408000,1617645000,686780000,686780000,155108000,457390000,4196409000,372566000,None,3426361000,283305000,3143056000,None,None,None,259849000,383509000,2213739000,1630450000,14846000,None,16653000,16653000,831799000,None,125285000,16653000,125285000,141938000,3175000,338928000,3933806000,572104000,3003430000,1504000,150373000,USD,370463000,None,None,169272000,-34069000,49292000,53396000,-65892000,-10927000,99929000,-51965000,-264747000,4137000,100000000,100000000,None,4137000,4137000,None,None,None,None,-75998000,24002000,99929000,1882000,99929000
94,2019Q4,137.3675,138.63125,135.87109375,137.17609375,948478.84375,1.15,1.13,0.02,1.7699,USD,668338000,851081000,182743000,66196000,129721000,224594000,290503000,538617000,None,-1051000,None,1051000,851670000,-1773000,None,34517000,131623000,-29091000,1051000,160714000,164920000,132674000,167191000,160714000,USD,6405160000,1738917000,728597000,728597000,141518000,592070000,4525936000,429532000,683348000,3450553000,279374000,3171179000,None,None,None,288616000,380526000,2316284000,1752453000,19815000,2605156000,17614000,17614000,813653000,None,120093000,17614000,120093000,17614000,15904000,323725000,4083013000,625642000,3164144000,1503000,150331000,USD,221249000,None,None,-28060000,99863000,49543000,116635000,97945000,-22035000,160714000,-117635000,-59575000,0,120000000,-229185000,None,None,None,None,None,None,None,278195000,49010000,39064000,None,160714000
95,2020Q1,141.6524193548387,144.3882258064516,139.4401612903226,142.23096774193547,1416939.0806451612,1.01,0.92,0.09,9.7826,USD,641513000,834381000,192868000,13169000,87516000,221599000,314283000,553997000,None,-1603000,None,1603000,834474000,-384000,None,32798000,99573000,-4488000,1603000,104061000,113197000,101176000,133974000,104061000,USD,7202903000,1951429000,700356000,700356000,148057000,799078000,4843992000,457527000,None,3513737000,282145000,3231592000,None,None,None,290052000,397076000,3048213000,2055738000,26579000,3002882000,208576000,140302000,1258128000,527426000,122516000,68274000,122516000,858518000,18807000,284211000,4148827000,664352000,3268205000,1502000,150202000,USD,9820000,16204000,None,64155000,270701000,52232000,54605000,246364000,5561000,104061000,-133558000,93480000,196490000,80000000,100000000,None,196490000,196490000,None,None,None,None,-85018000,14982000,-28245000,2013000,104061000
96,2020Q2,164.3474603174603,167.25515873015874,162.02984126984126,165.0447619047619,1056962.492063492,1.22,0.99,0.23,23.2323,USD,677062000,861327000,184265000,13845000,125895000,208674000,302571000,551167000,None,-1846000,None,1846000,866366000,-1341000,None,35278000,110166000,246000,1846000,109920000,89201000,112012000,147290000,109920000,USD,7322466000,1960755000,856424000,856424000,166437000,634807000,5361711000,470412000,None,3590554000,279311000,3311243000,None,None,None,281991000,392794000,3041517000,2054197000,51756000,3043328000,193877000,121412000,1230973000,534559000,114370000,72465000,114370000,121412000,16754000,261114000,4275086000,634669000,3356489000,1509000,150908000,USD,379919000,17925000,None,43216000,-116761000,52846000,26058000,-161831000,19676000,109920000,-103175000,-114171000,80000000,100000000,100000000,None,80000000,80000000,None,None,None,None,-16621000,83379000,91995000,-6437000,109920000
97,2020Q3,203.53609375,206.1298421875,200.4649921875,203.58578125,793318.515625,1.74,1.35,0.39,28.8889,USD,771126000,964134000,193008000,13718000,210598000,229972000,322602000,560528000,None,-941000,None,941000,964257000,141000,None,34527000,236854000,-16057000,941000,252911000,284121000,237795000,272322000,252911000,USD,7663250000,2186015000,1049922000,1049922000,159813000,638489000,5477235000,484529000,None,3631745000,275338000,3356407000,None,None,None,284278000,416544000,3061933000,2056277000,37126000,3003048000,96109000,24248000,1275140000,542076000,107104000,71861000,107104000,24248000,20653000,289411000,4595925000,554304000,3597944000,1519000,151758000,USD,399423000,18637000,None,97437000,52012000,54078000,39571000,5134000,-4941000,252911000,-88192000,-130785000,0,20000000,0,None,None,None,None,None,None,None,24876000,24876000,233803000,13124000,252911000
98,2020Q4,230.6808546875,233.573109375,227.7076109375,230.63453125,720420.34375,1.58,1.58,0,0,USD,800890000,1025439000,224549000,73820000,196132000,256295000,339566000,604758000,None,-750000,None,750000,1025728000,-5832000,None,31229000,192466000,-4989000,750000,196555000,216201000,193216000,224445000,197455000,USD,8030062000,2549217000,1235653000,1235653000,192333000,831641000,5750582000,483818000,769530000,3619436000,254322000,3365114000,None,None,0,316831000,414227000,3117695000,2139922000,30003000,2986226000,27084000,27084000,1247510000,535584000,100823000,27084000,100823000,27084000,27738000,284511000,4907404000,488613000,3795397000,1528000,152618000,USD,202151000,95909000,None,-91035000,180543000,50830000,239573000,147139000,34728000,196555000,-35493000,10870000,-1000,42078000,42078000,None,1000,1000,None,None,None,None,32088000,74166000,168828000,None,197455000
99,2021Q1,254.5366426229508,258.14329344262296,250.35488688524592,253.95491803278688,953967.9672131147,1.52,1.47,0.05,3.4014,USD,762322000,970321000,207999000,11886000,148348000,248116000,357468000,613974000,None,-739000,None,739000,970006000,-1366000,None,29704000,177421000,15076000,739000,162028000,181644000,178160000,207864000,162345000,USD,8012838000,2397724000,1023074000,1023074000,230907000,789320000,5615114000,486604000,None,3687378000,254375000,3433003000,None,None,None,308167000,447840000,3125940000,2171383000,25378000,3306078000,97421000,97421000,1263896000,532649000,25658000,97421000,25658000,97421000,32227000,336834000,4882252000,628216000,3954542000,1526000,152364000,USD,173958000,20644000,None,-18846000,115348000,50628000,27779000,14910000,37764000,162028000,-103460000,-293064000,0,202871000,252871000,None,None,None,None,None,None,None,-237779000,15092000,-212565000,10001000,162345000
100,2021Q2,253.63095238095238,256.3900841269841,250.8046031746032,253.79809523809524,871477.8571428572,1.7,1.52,0.18,11.8421,USD,810337000,1024323000,213986000,11408000,194231000,245448000,362345000,616106000,None,-807000,None,807000,1027165000,-2076000,None,29106000,216271000,21193000,807000,194802000,188498000,217078000,246184000,195078000,USD,8339565000,2689800000,1457918000,1457918000,230068000,612285000,5649765000,478975000,None,3666386000,233809000,3432577000,None,None,None,329233000,474699000,3247060000,2255700000,44131000,3360622000,89945000,89945000,1318788000,576563000,25620000,89945000,25620000,89945000,25473000,343659000,5088135000,701457000,4149620000,1526000,152554000,USD,526338000,21959000,None,105560000,-91189000,49438000,16281000,-172547000,541000,194802000,-17290000,-70673000,0,195211000,145211000,None,None,None,None,None,None,None,-57100000,88111000,172843000,-3544000,195078000
101,2021Q3,303.34578125,305.7268265625,300.6875515625,303.55734375,680765.109375,1.81,1.78,0.03,1.6854,USD,852064000,1057130000,205066000,11870000,201923000,255274000,371146000,650141000,None,-757000,None,757000,1059886000,-1715000,None,30020000,213591000,14945000,757000,198392000,191590000,214348000,244368000,198646000,USD,8485906000,2763976000,1385395000,1530168000,241103000,577845000,5721930000,470129000,None,3735155000,249974000,3485181000,144773000,None,144773000,356872000,484577000,3330770000,2334636000,41305000,3292730000,82468000,82468000,1332135000,566863000,24754000,82468000,24754000,82468000,14536000,355447000,5151020000,757341000,4348266000,1526000,152597000,USD,421767000,21913000,None,117605000,18416000,51208000,22897000,-31359000,13143000,198392000,-265122000,-225672000,0,140000000,175000000,None,None,None,None,None,None,None,-164227000,10773000,176479000,-3472000,198646000
102,2021Q4,337.1114109375,341.2902765625,332.9627390625,337.2321875,690163.734375,1.82,1.78,0.04,2.2472,USD,917693000,1152419000,234726000,75897000,190288000,286641000,413864000,727405000,None,-1064000,None,1064000,1152428000,-90000,None,31536000,199388000,-2059000,1064000,201137000,200254000,200452000,231988000,201447000,USD,8752260000,2808341000,1432840000,1580789000,229023000,604090000,6287739000,472398000,804347000,3854917000,279132000,3575785000,147949000,None,147949000,379136000,510698000,3453317000,2413484000,27413000,3307852000,74992000,74992000,1383653000,566681000,25094000,74992000,25094000,74992000,46443000,391433000,5295137000,782866000,4549713000,1531000,153062000,USD,370559000,174971000,None,-79186000,58976000,52402000,324800000,-12710000,-3402000,201137000,-163158000,-159339000,0,214999000,214999000,None,None,None,None,None,None,None,-118256000,96743000,45077000,None,201447000
103,2022Q1,312.2924209677419,318.55725,305.7514806451613,312.13838709677424,983342.9032258064,2.4,2.37,0.03,1.2658,USD,1013271000,1270255000,256984000,13360000,347036000,261518000,383971000,666235000,None,-500000,None,500000,1269231000,472000,None,32112000,327589000,13902000,500000,313341000,311834000,328089000,360201000,313687000,USD,8901346000,2947497000,1124299000,1272047000,212919000,1038749000,6282612000,477521000,None,3853598000,260810000,3592788000,147748000,None,147748000,397617000,512325000,3511113000,2471656000,29203000,4019280000,0,0,1368222000,556235000,24370000,None,24370000,0,713778000,380135000,5386773000,856929000,4863400000,1533000,153256000,USD,155744000,20620000,None,131765000,469801000,61685000,41751000,466684000,-9155000,313341000,-68025000,-394597000,0,210000000,250000000,None,None,None,None,None,None,None,-219165000,30835000,-308598000,-1720000,313687000
104,2022Q2,301.89322580645165,307.2105693548387,296.4254048387097,301.6548387096774,1000386.7258064516,2.5,2.37,0.13,5.4852,USD,1026418000,1279229000,252811000,14455000,363701000,265530000,389964000,662717000,None,-400000,1283000,400000,1284081000,-338000,None,28960000,340677000,45896000,400000,293892000,233139000,341077000,370037000,294781000,USD,9210381000,3074246000,1573620000,1720521000,213532000,722992000,6433841000,491641000,None,3949454000,333321000,3616133000,146901000,None,146901000,423782000,504147000,3599435000,2462658000,74471000,3922356000,0,0,1434480000,656487000,23775000,None,23775000,0,511530000,345774000,5564311000,999234000,5157633000,1530000,152955000,USD,749957000,21251000,None,11403000,-296623000,50277000,25616000,-296899000,1430000,293892000,-117990000,-164466000,0,290000000,250000000,None,None,None,None,None,None,None,-160125000,89875000,293892000,None,294781000
105,2022Q3,337.90484375,342.37185625,333.8930515625,338.58328125,1025483.96875,2.1,1.99,0.11,5.5276,USD,976585000,1247766000,271181000,19330000,233928000,290707000,444826000,742657000,None,-439000,2735000,439000,1247390000,1598000,None,34197000,239334000,16708000,439000,219646000,180232000,239773000,273970000,222626000,USD,9329547000,2899028000,1383559000,1531158000,219736000,682647000,6725934000,486872000,None,4259541000,404652000,3854889000,147599000,None,147599000,417201000,492176000,3677905000,2545863000,71998000,3841116000,0,0,1427455000,647100000,21960000,None,21960000,0,664101000,352188000,5604026000,1034841000,5377586000,1530000,153004000,USD,439694000,21017000,None,64829000,24623000,57746000,35567000,-47999000,7607000,219646000,-345313000,-266168000,0,217266000,257266000,None,None,None,None,None,None,None,-216560000,40706000,219646000,None,222626000
106,2022Q4,313.6990634920635,317.8770698412699,308.50538888888894,313.005873015873,989603.4920634921,1.91,1.85,0.06,3.2432,USD,1001571000,1284292000,282721000,92691000,217373000,315862000,461618000,784198000,None,-359000,3669000,359000,1285534000,8981000,None,33847000,214072000,60572000,359000,151557000,74716000,214431000,248278000,153500000,USD,9418087000,3012669000,1417608000,1565521000,211927000,842345000,6684514000,483300000,866355000,4228680000,386446000,3842234000,147913000,None,147913000,465487000,463695000,3858897000,2774499000,37580000,4130588000,0,54274000,1363494000,635547000,20824000,None,20824000,656371000,771823000,327829000,5515725000,1272955000,5534307000,1524000,152375000,USD,393505000,189996000,None,-242063000,157535000,58697000,458522000,129604000,-1202000,151557000,-41295000,-291069000,0,382734000,342734000,None,None,None,None,None,None,None,-266194000,76540000,61141000,None,153500000
107,2023Q1,355.8381451612903,360.93967580645165,352.41682741935483,357.2746774193548,793858.7741935484,2.62,2.5,0.12,4.8,USD,1076986000,1361340000,284354000,18640000,255932000,308149000,465329000,821054000,None,-264000,6899000,264000,1364040000,-6240000,None,32633000,282133000,10597000,264000,268627000,363480000,282397000,315030000,271536000,USD,9565624000,3028399000,1154873000,1301923000,220881000,1035323000,6851069000,516925000,None,4225987000,361154000,3864833000,147050000,None,147050000,470272000,488339000,3886873000,2724997000,70245000,4335742000,None,66326000,1475720000,669864000,20569000,None,20569000,690433000,593349000,364975000,5636754000,1321180000,5805843000,1524000,152380000,USD,114751000,21053000,None,-63156000,300521000,57294000,43500000,237360000,8610000,268627000,-36247000,-376775000,0,260724000,305724000,None,None,None,None,None,None,None,-283386000,22338000,-298271000,None,271536000
108,2023Q2,402.1496774193548,407.0214919354839,398.2836516129032,402.78483870967744,978038.9838709678,2.54,2.46,0.08,3.252,USD,1096849000,1394863000,298014000,17872000,287332000,313198000,485597000,809517000,None,-312000,8099000,312000,1392489000,-3992000,None,31546000,294547000,21637000,312000,269948000,269246000,294859000,326405000,272910000,USD,9790732000,3160935000,1544592000,1695438000,256426000,779892000,6940669000,546439000,None,4245362000,357113000,3888249000,150846000,None,150846000,429179000,486878000,3917910000,2748680000,84397000,4320442000,None,78056000,1480102000,669723000,20201000,None,20201000,689924000,617419000,365949000,5831859000,1428748000,6075009000,1523000,152251000,USD,702940000,22867000,None,-23519000,-235275000,59628000,47868000,-246649000,40038000,269948000,-91465000,-214395000,0,300000000,300000000,None,None,None,None,None,None,None,-189530000,110470000,397080000,None,272910000
109,2023Q3,447.7695238095238,452.53688412698415,442.66921746031744,447.5063492063492,792421.0952380953,2.88,2.74,0.14,5.1095,USD,1179806000,1487288000,307482000,18374000,295474000,336848000,507402000,884332000,None,-342000,11877000,342000,1487314000,-7569000,None,32325000,324479000,-11773000,342000,333055000,334965000,324821000,357146000,336252000,USD,9923231000,3268312000,1686144000,1834587000,282791000,666577000,6985888000,535973000,None,4224583000,336723000,3887860000,148443000,None,148443000,484357000,505826000,3923350000,2729982000,66550000,3878372000,None,80192000,1523592000,671019000,18165000,None,18165000,689184000,838914000,389516000,5958555000,1542889000,6389825000,1521000,152125000,USD,559522000,22636000,None,3939000,8276000,63111000,45152000,-103222000,29271000,333055000,-53841000,-351407000,0,300000000,300000000,None,None,None,None,None,None,None,-267967000,32033000,154274000,None,336252000
110,2023Q4,511.68174603174606,517.3116349206349,505.4366777777778,511.33984126984126,900866.1746031746,3.17,3.04,0.13,4.2763,USD,1266785000,1599128000,332343000,103978000,430521000,341132000,488485000,836264000,None,-260000,9799000,260000,1597247000,-4131000,None,39181000,412386000,63196000,260000,346495000,300060000,412646000,451827000,349190000,USD,10333131000,3430624000,1438913000,1590552000,325590000,1006983000,7203963000,557261000,944068000,4444530000,374194000,4070336000,151639000,None,151639000,567515000,470973000,4148830000,2985451000,155891000,3902256000,None,85690000,1464110000,669725000,18078000,None,18078000,687803000,1123761000,386138000,6147308000,1675650000,6741699000,1521000,152053000,USD,326061000,121379000,None,253232000,435676000,67087000,352994000,290943000,45833000,346495000,-300548000,-254294000,0,300000000,300000000,None,None,None,None,None,None,None,-211855000,88145000,None,None,349190000
